date,name,ticker,amount,type
08/04/2015,"David A Perdue , Jr",BAX,"$1,001 - $15,000",Purchase
08/04/2015,"David A Perdue , Jr",BAX,"$1,001 - $15,000",Purchase
12/15/2015,"David A Perdue , Jr",DVN,"$15,001 - $50,000",Purchase
07/14/2016,"Angus S King, Jr.",EMC,"$1,001 - $15,000",Sale (Full)
07/26/2016,Sheldon Whitehouse,C,"$1,001 - $15,000",Sale (Full)
07/26/2016,Sheldon Whitehouse,DHR,"$1,001 - $15,000",Purchase
07/29/2016,Sheldon Whitehouse,FB,"$1,001 - $15,000",Purchase
07/07/2016,Sheldon Whitehouse,WM,"$1,001 - $15,000",Purchase
07/07/2016,Sheldon Whitehouse,WM,"$1,001 - $15,000",Purchase
07/07/2016,Sheldon Whitehouse,ESRX,"$1,001 - $15,000",Sale (Full)
07/07/2016,Sheldon Whitehouse,HAS,"$1,001 - $15,000",Purchase
07/21/2016,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Purchase
07/07/2016,Sheldon Whitehouse,WM,"$1,001 - $15,000",Purchase
07/29/2016,Sheldon Whitehouse,FB,"$1,001 - $15,000",Purchase
07/07/2016,Sheldon Whitehouse,ESRX,"$15,001 - $50,000",Sale (Full)
07/07/2016,Sheldon Whitehouse,HAS,"$1,001 - $15,000",Purchase
07/21/2016,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Purchase
07/26/2016,Sheldon Whitehouse,AAPL,"$1,001 - $15,000",Sale (Partial)
08/23/2016,John Hoeven,TJX,"$50,001 - $100,000",Purchase
08/19/2016,John Hoeven,RL,"$100,001 - $250,000",Sale (Full)
08/22/2016,John Hoeven,JCI,"$100,001 - $250,000",Sale (Full)
08/22/2016,John Hoeven,HAS,"$50,001 - $100,000",Purchase
08/22/2016,John Hoeven,BMY,"$50,001 - $100,000",Purchase
08/22/2016,John Hoeven,MCD,"$50,001 - $100,000",Purchase
02/23/2015,"David A Perdue , Jr",BA,"$15,001 - $50,000",Sale (Full)
02/24/2015,"David A Perdue , Jr",FEZ,"$15,001 - $50,000",Sale (Full)
03/11/2015,"David A Perdue , Jr",CAT,"$15,001 - $50,000",Sale (Full)
05/20/2015,"David A Perdue , Jr",RF,"$15,001 - $50,000",Purchase
05/20/2015,"David A Perdue , Jr",CL,"$15,001 - $50,000",Sale (Full)
01/15/2015,"David A Perdue , Jr",CLX,"$1,001 - $15,000",Sale (Partial)
01/22/2015,"David A Perdue , Jr",BCR,"$1,001 - $15,000",Sale (Partial)
04/02/2015,"David A Perdue , Jr",SYY,"$1,001 - $15,000",Purchase
04/02/2015,"David A Perdue , Jr",PG,"$1,001 - $15,000",Purchase
04/02/2015,"David A Perdue , Jr",FOX,"$15,001 - $50,000",Purchase
04/02/2015,"David A Perdue , Jr",AVP,"$1,001 - $15,000",Purchase
04/02/2015,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
04/02/2015,"David A Perdue , Jr",JNJ,"$1,001 - $15,000",Purchase
04/02/2015,"David A Perdue , Jr",KO,"$1,001 - $15,000",Purchase
04/02/2015,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
05/06/2015,"David A Perdue , Jr",SYY,"$15,001 - $50,000",Purchase
05/11/2015,"David A Perdue , Jr",CMCSK,"$1,001 - $15,000",Sale (Partial)
05/11/2015,"David A Perdue , Jr",FOX,"$1,001 - $15,000",Purchase
05/12/2015,"David A Perdue , Jr",CMCSK,"$15,001 - $50,000",Sale (Full)
05/12/2015,"David A Perdue , Jr",FOX,"$15,001 - $50,000",Purchase
01/07/2015,"David A Perdue , Jr",AM,"$1,001 - $15,000",Purchase
01/14/2015,"David A Perdue , Jr",AR,"$1,001 - $15,000",Purchase
01/15/2015,"David A Perdue , Jr",BPL,"$1,001 - $15,000",Purchase
02/10/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
02/11/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
02/12/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
02/02/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
02/13/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
02/17/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
02/18/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
02/19/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
02/26/2015,"David A Perdue , Jr",PAA,"$15,001 - $50,000",Purchase
03/02/2015,"David A Perdue , Jr",NGLS,"$1,001 - $15,000",Sale (Partial)
03/03/2015,"David A Perdue , Jr",NGLS,"$1,001 - $15,000",Sale (Partial)
03/04/2015,"David A Perdue , Jr",NGLS,"$1,001 - $15,000",Sale (Partial)
03/12/2015,"David A Perdue , Jr",ETE,"$1,001 - $15,000",Sale (Partial)
03/13/2015,"David A Perdue , Jr",ETE,"$1,001 - $15,000",Sale (Partial)
03/13/2015,"David A Perdue , Jr",ETE,"$1,001 - $15,000",Sale (Partial)
05/21/2015,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Sale (Partial)
05/21/2015,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Sale (Partial)
05/22/2015,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Sale (Partial)
05/22/2015,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Sale (Partial)
01/08/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
01/08/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
01/08/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
01/09/2015,"David A Perdue , Jr",CBS,"$15,001 - $50,000",Purchase
01/13/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
01/13/2015,"David A Perdue , Jr",BK,"$1,001 - $15,000",Sale (Partial)
01/13/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
01/14/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
01/14/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
01/14/2015,"David A Perdue , Jr",ZTS,"$1,001 - $15,000",Sale (Partial)
01/21/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
01/23/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
01/26/2015,"David A Perdue , Jr",BK,"$1,001 - $15,000",Sale (Partial)
01/27/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
01/27/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
01/29/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
01/29/2015,"David A Perdue , Jr",ZTS,"$1,001 - $15,000",Sale (Partial)
01/30/2015,"David A Perdue , Jr",ZTS,"$15,001 - $50,000",Sale (Full)
02/03/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
02/04/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
02/04/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
02/04/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
02/05/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
02/05/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
02/05/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
02/05/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
02/06/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
02/09/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
02/10/2015,"David A Perdue , Jr",WOOF,"$1,001 - $15,000",Sale (Partial)
02/11/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
02/12/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
02/13/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
02/13/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
02/13/2015,"David A Perdue , Jr",CBS,"$15,001 - $50,000",Purchase
02/17/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
02/17/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
02/20/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
02/26/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
03/02/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
03/03/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
03/06/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
03/09/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
03/10/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
03/11/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
03/11/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
03/12/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
03/12/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
03/12/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
03/13/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
03/13/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
03/16/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
03/16/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
03/16/2015,"David A Perdue , Jr",DISCA,"$15,001 - $50,000",Purchase
03/18/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
03/18/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
03/19/2015,"David A Perdue , Jr",BK,"$1,001 - $15,000",Sale (Partial)
03/20/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
03/27/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
03/27/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
04/17/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
04/23/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
04/24/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
04/24/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
04/29/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
04/15/2015,"David A Perdue , Jr",MOS,"$1,001 - $15,000",Purchase
05/06/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
05/06/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
05/07/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
05/07/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
05/14/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
05/12/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
05/13/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
05/14/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
05/14/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Full)
05/15/2015,"David A Perdue , Jr",AXLL,"$1,001 - $15,000",Purchase
05/29/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
08/30/2016,"David A Perdue , Jr",BAX,"$1,001 - $15,000",Sale (Partial)
08/26/2016,"David A Perdue , Jr",BAX,"$1,001 - $15,000",Sale (Partial)
08/25/2016,"David A Perdue , Jr",BAX,"$1,001 - $15,000",Sale (Partial)
08/23/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Sale (Full)
08/22/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Sale (Partial)
08/16/2016,"David A Perdue , Jr",FE,"$1,001 - $15,000",Sale (Full)
08/16/2016,"David A Perdue , Jr",EXR,"$15,001 - $50,000",Purchase
08/16/2016,"David A Perdue , Jr",EXR,"$15,001 - $50,000",Purchase
08/15/2016,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
08/11/2016,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
08/11/2016,"David A Perdue , Jr",BMY,"$1,001 - $15,000",Purchase
08/10/2016,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
08/09/2016,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
08/08/2016,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
08/05/2016,"David A Perdue , Jr",FEYE,"$15,001 - $50,000",Purchase
08/04/2016,"David A Perdue , Jr",FOXA,"$15,001 - $50,000",Purchase
08/03/2016,Patrick J Toomey,CVX,"$15,001 - $50,000",Sale (Partial)
01/14/2015,Sheldon Whitehouse,MCD,"$15,001 - $50,000",Sale (Full)
01/27/2015,Sheldon Whitehouse,MDT,"$1,001 - $15,000",Exchange
01/14/2015,Sheldon Whitehouse,ETN,"$1,001 - $15,000",Sale (Full)
01/14/2015,Sheldon Whitehouse,DD,"$1,001 - $15,000",Sale (Full)
01/14/2015,Sheldon Whitehouse,ETN,"$15,001 - $50,000",Sale (Full)
01/23/2015,Sheldon Whitehouse,DHR,"$15,001 - $50,000",Sale (Partial)
01/23/2015,Sheldon Whitehouse,ACE,"$15,001 - $50,000",Sale (Full)
01/23/2015,Sheldon Whitehouse,GILD,"$15,001 - $50,000",Purchase
01/14/2015,Sheldon Whitehouse,AIG,"$1,001 - $15,000",Sale (Full)
01/14/2015,Sheldon Whitehouse,KLXI,"$1,001 - $15,000",Sale (Full)
08/01/2016,Susan M Collins,TMK,"$15,001 - $50,000",Purchase
08/01/2016,Susan M Collins,RHT,"$15,001 - $50,000",Purchase
09/06/2016,Sheldon Whitehouse,NFLX,"$15,001 - $50,000",Sale (Partial)
09/06/2016,Sheldon Whitehouse,NSRGY,"$15,001 - $50,000",Sale (Partial)
08/18/2016,Sheldon Whitehouse,PSA,"$1,001 - $15,000",Purchase
08/18/2016,Sheldon Whitehouse,MET,"$1,001 - $15,000",Purchase
08/15/2016,Sheldon Whitehouse,CAT,"$15,001 - $50,000",Sale (Full)
08/18/2016,Sheldon Whitehouse,GE,"$1,001 - $15,000",Sale (Partial)
08/18/2016,Sheldon Whitehouse,TJX,"$1,001 - $15,000",Sale (Partial)
08/18/2016,Sheldon Whitehouse,SBUX,"$1,001 - $15,000",Purchase
09/06/2016,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Sale (Partial)
08/18/2016,Sheldon Whitehouse,BMY,"$1,001 - $15,000",Sale (Full)
09/06/2016,Sheldon Whitehouse,REGN,"$1,001 - $15,000",Purchase
09/06/2016,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Sale (Partial)
08/18/2016,Sheldon Whitehouse,RYAAY,"$15,001 - $50,000",Sale (Full)
08/08/2016,Sheldon Whitehouse,UA,"$1,001 - $15,000",Sale (Full)
08/05/2016,Sheldon Whitehouse,FB,"$1,001 - $15,000",Purchase
09/15/2016,James M Inhofe,AGN,"$15,001 - $50,000",Purchase
08/12/2016,James M Inhofe,PRGO,"$50,001 - $100,000",Sale (Full)
09/12/2016,John F Reed,TMO,"$1,001 - $15,000",Purchase
09/12/2016,John F Reed,IYT,"$1,001 - $15,000",Purchase
09/12/2016,John F Reed,DHR,"$1,001 - $15,000",Purchase
09/12/2016,John F Reed,TMO,"$1,001 - $15,000",Purchase
09/12/2016,John F Reed,DHR,"$1,001 - $15,000",Purchase
09/02/2016,John F Reed,IYT,"$1,001 - $15,000",Purchase
09/23/2016,"David A Perdue , Jr",PG,"$1,001 - $15,000",Sale (Partial)
09/28/2016,"David A Perdue , Jr",WLK,"$1,001 - $15,000",Purchase
09/27/2016,"David A Perdue , Jr",PG,"$15,001 - $50,000",Sale (Partial)
09/21/2016,"David A Perdue , Jr",EPD,"$1,001 - $15,000",Sale (Partial)
09/21/2016,"David A Perdue , Jr",ENB,"$15,001 - $50,000",Purchase
09/21/2016,"David A Perdue , Jr",ENB,"$1,001 - $15,000",Purchase
09/15/2016,"David A Perdue , Jr",ETP,"$15,001 - $50,000",Sale (Partial)
09/13/2016,"David A Perdue , Jr",GEL,"$1,001 - $15,000",Sale (Partial)
09/13/2016,"David A Perdue , Jr",GEL,"$1,001 - $15,000",Sale (Partial)
09/13/2016,"David A Perdue , Jr",GEL,"$1,001 - $15,000",Sale (Partial)
09/13/2016,"David A Perdue , Jr",PAA,"$15,001 - $50,000",Purchase
09/13/2016,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
09/12/2016,"David A Perdue , Jr",SBUX,"$1,001 - $15,000",Purchase
09/12/2016,"David A Perdue , Jr",SE,"$15,001 - $50,000",Sale (Partial)
09/07/2016,"David A Perdue , Jr",WFM,"$1,001 - $15,000",Purchase
09/06/2016,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
09/06/2016,"David A Perdue , Jr",USG,"$1,001 - $15,000",Purchase
09/01/2016,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Sale (Partial)
09/01/2016,"David A Perdue , Jr",USG,"$1,001 - $15,000",Purchase
09/26/2016,Thomas R Carper,MDT,"$1,001 - $15,000",Sale (Full)
09/22/2016,John F Reed,TMO,"$1,001 - $15,000",Purchase
09/22/2016,John F Reed,DHR,"$1,001 - $15,000",Purchase
09/22/2016,John F Reed,TMO,"$1,001 - $15,000",Purchase
09/22/2016,John F Reed,DHR,"$1,001 - $15,000",Purchase
09/06/2016,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Sale (Partial)
09/26/2016,Sheldon Whitehouse,MAR,"$1,001 - $15,000",Exchange
09/28/2016,Sheldon Whitehouse,FB,"$1,001 - $15,000",Purchase
09/06/2016,Sheldon Whitehouse,NFLX,"$15,001 - $50,000",Sale (Full)
09/06/2016,Sheldon Whitehouse,NSRGY,"$15,001 - $50,000",Sale (Partial)
09/22/2016,Sheldon Whitehouse,WEC,"$1,001 - $15,000",Sale (Full)
09/22/2016,Sheldon Whitehouse,DIS,"$1,001 - $15,000",Purchase
09/22/2016,Sheldon Whitehouse,SO,"$1,001 - $15,000",Sale (Full)
09/28/2016,Sheldon Whitehouse,EL,"$1,001 - $15,000",Purchase
09/28/2016,Sheldon Whitehouse,MCK,"$1,001 - $15,000",Purchase
09/28/2016,Sheldon Whitehouse,VOD,"$1,001 - $15,000",Sale (Full)
09/28/2016,Sheldon Whitehouse,BA,"$1,001 - $15,000",Purchase
09/28/2016,Sheldon Whitehouse,AXP,"$15,001 - $50,000",Sale (Partial)
09/28/2016,Sheldon Whitehouse,WM,"$1,001 - $15,000",Purchase
09/06/2016,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Sale (Partial)
09/06/2016,Sheldon Whitehouse,REGN,"$1,001 - $15,000",Purchase
12/15/2015,"David A Perdue , Jr",DVN,"$15,001 - $50,000",Purchase
09/08/2016,Susan M Collins,SYK,"$50,001 - $100,000",Purchase
09/23/2016,Susan M Collins,WFC,"$15,001 - $50,000",Sale (Full)
09/23/2016,Susan M Collins,USB,"$15,001 - $50,000",Purchase
10/06/2016,John F Reed,IYT,"$1,001 - $15,000",Purchase
09/13/2016,Patrick J Toomey,PEY,"$15,001 - $50,000",Sale (Partial)
09/20/2016,Patrick J Toomey,BUNT,"$1,001 - $15,000",Purchase
09/30/2016,Gary C Peters,VZ,"$1,001 - $15,000",Purchase
09/13/2016,James M Inhofe,A,"$50,001 - $100,000",Sale (Full)
09/13/2016,James M Inhofe,AGN,"$15,001 - $50,000",Purchase
09/30/2016,James M Inhofe,DIS,"$50,001 - $100,000",Purchase
10/12/2016,James M Inhofe,CSX,"$50,001 - $100,000",Sale (Full)
10/27/2016,"David A Perdue , Jr",CAB,"$1,001 - $15,000",Sale (Partial)
10/24/2016,"David A Perdue , Jr",GLW,"$1,001 - $15,000",Sale (Partial)
10/24/2016,"David A Perdue , Jr",GLW,"$1,001 - $15,000",Sale (Partial)
10/21/2016,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
10/19/2016,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
10/12/2016,"David A Perdue , Jr",CAB,"$1,001 - $15,000",Sale (Partial)
10/12/2016,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
10/12/2016,"David A Perdue , Jr",BAX,"$1,001 - $15,000",Sale (Partial)
10/11/2016,"David A Perdue , Jr",CAB,"$15,001 - $50,000",Sale (Partial)
10/06/2016,"David A Perdue , Jr",CAB,"$15,001 - $50,000",Sale (Partial)
10/05/2016,"David A Perdue , Jr",SPY,"$50,001 - $100,000",Purchase
10/05/2016,"David A Perdue , Jr",MOS,"$50,001 - $100,000",Sale (Full)
10/05/2016,"David A Perdue , Jr",SPY,"$1,001 - $15,000",Purchase
10/03/2016,Sheldon Whitehouse,ASIX,"$1,001 - $15,000",Exchange
10/03/2016,Sheldon Whitehouse,ASIX,"$1,001 - $15,000",Exchange
10/03/2016,Sheldon Whitehouse,ASIX,"$1,001 - $15,000",Exchange
10/26/2016,Sheldon Whitehouse,HSBC,"$1,001 - $15,000",Sale (Full)
10/26/2016,Sheldon Whitehouse,HAS,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,DIS,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,JPM,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,IBM,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,MCK,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,MA,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,CB,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,DEO,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,WFC,"$1,001 - $15,000",Sale (Full)
10/26/2016,Sheldon Whitehouse,HAS,"$1,001 - $15,000",Purchase
10/26/2016,Sheldon Whitehouse,IBM,"$1,001 - $15,000",Purchase
10/17/2016,Gary C Peters,CVS,"$1,001 - $15,000",Purchase
10/19/2016,"Angus S King, Jr.",TEVA,"$1,001 - $15,000",Sale (Full)
10/19/2016,"Angus S King, Jr.",GE,"$1,001 - $15,000",Sale (Full)
10/31/2016,William Cassidy,CVX,"$1,001 - $15,000",Sale (Partial)
10/31/2016,William Cassidy,QCOM,"$1,001 - $15,000",Sale (Partial)
10/31/2016,William Cassidy,PX,"$1,001 - $15,000",Sale (Full)
10/31/2016,William Cassidy,NSC,"$1,001 - $15,000",Sale (Full)
10/31/2016,William Cassidy,JNJ,"$1,001 - $15,000",Sale (Full)
10/31/2016,William Cassidy,EV,"$1,001 - $15,000",Sale (Full)
10/31/2016,William Cassidy,VFC,"$1,001 - $15,000",Purchase
10/31/2016,William Cassidy,PPG,"$1,001 - $15,000",Purchase
10/31/2016,William Cassidy,LOW,"$1,001 - $15,000",Purchase
10/31/2016,William Cassidy,GWW,"$1,001 - $15,000",Purchase
10/31/2016,William Cassidy,CVS,"$1,001 - $15,000",Purchase
10/31/2016,William Cassidy,AMGN,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,FEYE,"$1,001 - $15,000",Sale (Full)
11/23/2016,John F Reed,XSD,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,HACK,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,ISRG,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,WETF,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,TMO,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,EEM,"$1,001 - $15,000",Sale (Full)
11/23/2016,John F Reed,TMO,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,XSD,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,ISRG,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,WETF,"$1,001 - $15,000",Purchase
11/23/2016,John F Reed,VWO,"$1,001 - $15,000",Purchase
11/22/2016,Patrick J Toomey,PFS,"$15,001 - $50,000",Sale (Partial)
11/17/2016,Thomas R Carper,RAI,"$1,001 - $15,000",Purchase
11/14/2016,Thomas R Carper,SCCO,"$1,001 - $15,000",Sale (Full)
11/08/2016,Thomas R Carper,ASIX,"$1,001 - $15,000",Sale (Full)
11/14/2016,Pat Roberts,NOC,"$1,001 - $15,000",Purchase
11/14/2016,Pat Roberts,COST,"$15,001 - $50,000",Purchase
11/15/2016,Pat Roberts,HDS,"$1,001 - $15,000",Sale (Full)
12/02/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
12/02/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Sale (Partial)
12/02/2016,"David A Perdue , Jr",VSM,"$1,001 - $15,000",Purchase
12/01/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
11/29/2016,"David A Perdue , Jr",ENTG,"$1,001 - $15,000",Sale (Partial)
11/28/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
11/25/2016,"David A Perdue , Jr",ENTG,"$1,001 - $15,000",Sale (Partial)
11/23/2016,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
11/18/2016,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
11/18/2016,"David A Perdue , Jr",WMB,"$15,001 - $50,000",Purchase
11/18/2016,"David A Perdue , Jr",SE,"$15,001 - $50,000",Sale (Partial)
11/18/2016,"David A Perdue , Jr",SLB,"$15,001 - $50,000",Purchase
11/18/2016,"David A Perdue , Jr",WMB,"$15,001 - $50,000",Purchase
11/18/2016,"David A Perdue , Jr",SE,"$15,001 - $50,000",Sale (Partial)
11/18/2016,"David A Perdue , Jr",KHC,"$1,001 - $15,000",Purchase
11/18/2016,"David A Perdue , Jr",EXR,"$1,001 - $15,000",Purchase
11/18/2016,"David A Perdue , Jr",EXR,"$15,001 - $50,000",Purchase
11/18/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
11/18/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
11/17/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Sale (Partial)
11/17/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Sale (Partial)
11/16/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Sale (Partial)
11/15/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
11/15/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
11/15/2016,"David A Perdue , Jr",VSM,"$1,001 - $15,000",Purchase
11/15/2016,"David A Perdue , Jr",CAB,"$15,001 - $50,000",Sale (Full)
11/11/2016,"David A Perdue , Jr",GEL,"$1,001 - $15,000",Sale (Partial)
11/11/2016,"David A Perdue , Jr",WMB,"$1,001 - $15,000",Purchase
11/11/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
11/10/2016,"David A Perdue , Jr",WMB,"$1,001 - $15,000",Purchase
11/10/2016,"David A Perdue , Jr",WMB,"$1,001 - $15,000",Purchase
11/10/2016,"David A Perdue , Jr",WMB,"$1,001 - $15,000",Purchase
11/10/2016,"David A Perdue , Jr",DIS,"$15,001 - $50,000",Purchase
11/10/2016,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
11/09/2016,"David A Perdue , Jr",DPM,"$15,001 - $50,000",Sale (Partial)
