date,name,ticker,amount,type
01/22/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
01/22/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
01/21/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
01/21/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
01/21/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
01/20/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
01/20/2016,"David A Perdue , Jr",PG,"$15,001 - $50,000",Purchase
01/20/2016,"David A Perdue , Jr",MO,"$1,001 - $15,000",Purchase
01/20/2016,"David A Perdue , Jr",WMB,"$1,001 - $15,000",Sale (Partial)
01/20/2016,"David A Perdue , Jr",NKE,"$1,001 - $15,000",Purchase
01/20/2016,"David A Perdue , Jr",V,"$1,001 - $15,000",Purchase
01/20/2016,"David A Perdue , Jr",KHC,"$15,001 - $50,000",Purchase
01/20/2016,"David A Perdue , Jr",WFM,"$1,001 - $15,000",Purchase
01/20/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
01/20/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
01/15/2016,"David A Perdue , Jr",WLK,"$1,001 - $15,000",Purchase
01/15/2016,"David A Perdue , Jr",WFM,"$1,001 - $15,000",Purchase
01/14/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
01/14/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
01/13/2016,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
01/13/2016,"David A Perdue , Jr",LYV,"$1,001 - $15,000",Purchase
01/13/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
01/13/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
01/13/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
01/07/2016,"David A Perdue , Jr",ABBV,"$1,001 - $15,000",Purchase
04/25/2018,Pat Roberts,NVDA,"$1,001 - $15,000",Purchase
04/11/2018,Pat Roberts,CVX,"$1,001 - $15,000",Sale (Full)
04/25/2018,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
04/23/2018,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
04/11/2018,Pat Roberts,NFLX,"$50,001 - $100,000",Sale (Full)
04/18/2018,John Hoeven,IBM,"$50,001 - $100,000",Purchase
04/23/2018,Roger F Wicker,GDV,"$1,001 - $15,000",Purchase
04/26/2018,Gary C Peters,CVS,"$1,001 - $15,000",Purchase
04/03/2018,Sheldon Whitehouse,V,"$15,001 - $50,000",Sale (Partial)
04/03/2018,Sheldon Whitehouse,CVS,"$1,001 - $15,000",Sale (Full)
04/03/2018,Sheldon Whitehouse,CMCSA,"$1,001 - $15,000",Sale (Full)
04/03/2018,Sheldon Whitehouse,JPM,"$1,001 - $15,000",Sale (Partial)
04/03/2018,Sheldon Whitehouse,WPC,"$1,001 - $15,000",Sale (Full)
04/03/2018,Sheldon Whitehouse,AAPL,"$1,001 - $15,000",Sale (Partial)
05/03/2018,James M Inhofe,V,"$15,001 - $50,000",Sale (Partial)
05/03/2018,James M Inhofe,UNH,"$50,001 - $100,000",Sale (Partial)
05/03/2018,James M Inhofe,CRM,"$1,001 - $15,000",Sale (Partial)
05/03/2018,James M Inhofe,PEP,"$15,001 - $50,000",Sale (Partial)
05/03/2018,James M Inhofe,MSFT,"$15,001 - $50,000",Sale (Partial)
05/03/2018,James M Inhofe,LH,"$15,001 - $50,000",Sale (Partial)
05/03/2018,James M Inhofe,XOM,"$50,001 - $100,000",Sale (Full)
05/03/2018,James M Inhofe,DFS,"$15,001 - $50,000",Sale (Full)
05/03/2018,James M Inhofe,DAL,"$1,001 - $15,000",Sale (Partial)
05/03/2018,James M Inhofe,CLR,"$15,001 - $50,000",Sale (Partial)
05/03/2018,James M Inhofe,COHR,"$50,001 - $100,000",Sale (Full)
05/03/2018,James M Inhofe,C,"$1,001 - $15,000",Sale (Partial)
05/03/2018,James M Inhofe,KMX,"$1,001 - $15,000",Sale (Partial)
05/03/2018,James M Inhofe,BAM,"$15,001 - $50,000",Sale (Partial)
05/03/2018,James M Inhofe,BLK,"$15,001 - $50,000",Sale (Partial)
05/03/2018,James M Inhofe,GOOGL,"$15,001 - $50,000",Sale (Partial)
05/01/2018,James M Inhofe,AAPL,"$50,001 - $100,000",Sale (Partial)
04/26/2018,James M Inhofe,CHKP,"$50,001 - $100,000",Sale (Full)
04/16/2018,James M Inhofe,BLK,"$15,001 - $50,000",Sale (Partial)
04/24/2018,Shelley M Capito,WEC,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,WMT,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,VFC,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,UTX,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,USB,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,MMM,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,TGT,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,SYY,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,QCOM,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,PG,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,PX,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,PII,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,PSX,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,PEP,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,PAYX,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,NVS,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,NSC,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,NKE,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,NEE,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,JPM,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,MSFT,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,MDT,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,MCD,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,LOW,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,JNJ,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,ITW,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,HRS,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,GIS,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,GD,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,FDS,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,XOM,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,ES,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,EMR,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,EV,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,CL,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,CLX,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,CSCO,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,CB,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,CVX,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,BLK,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,BDX,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,ADP,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,ADI,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,AMGN,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,APD,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,ACN,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,ABT,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,T,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,AFL,"$1,001 - $15,000",Purchase
04/24/2018,Shelley M Capito,VGK,"$15,001 - $50,000",Sale (Full)
04/24/2018,Shelley M Capito,UBSI,"$15,001 - $50,000",Sale (Full)
04/24/2018,Shelley M Capito,NSRGY,"$1,001 - $15,000",Sale (Full)
04/24/2018,Shelley M Capito,MS,"$1,001 - $15,000",Sale (Full)
04/24/2018,Shelley M Capito,LULU,"$1,001 - $15,000",Sale (Full)
04/24/2018,Shelley M Capito,IYE,"$15,001 - $50,000",Sale (Full)
04/24/2018,Shelley M Capito,KHC,"$1,001 - $15,000",Sale (Full)
04/24/2018,Shelley M Capito,RHHBY,"$1,001 - $15,000",Sale (Full)
04/24/2018,Shelley M Capito,CLB,"$1,001 - $15,000",Sale (Full)
04/24/2018,Shelley M Capito,CHK,"$1,001 - $15,000",Sale (Full)
04/24/2018,Shelley M Capito,CME,"$15,001 - $50,000",Sale (Full)
04/24/2018,Shelley M Capito,AL,"$1,001 - $15,000",Sale (Full)
04/05/2018,Shelley M Capito,WEC,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,WMT,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,VFC,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,UTX,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,USB,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,MMM,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,SYY,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,PX,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,PII,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,PSX,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,PEP,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,PAYX,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,NSC,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,NEE,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,JPM,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,MSFT,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,MDT,"$1,001 - $15,000",Purchase
04/06/2018,Shelley M Capito,MCD,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,LOW,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,JNJ,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,ITW,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,HRS,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,GD,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,ES,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,EMR,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,CL,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,CLX,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,CSCO,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,CB,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,CVX,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,BLK,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,BDX,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,ADP,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,ADI,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,AMGN,"$1,001 - $15,000",Purchase
04/04/2018,Shelley M Capito,APD,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,ACN,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,ABT,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,T,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,AFL,"$1,001 - $15,000",Purchase
04/05/2018,Shelley M Capito,UBSI,"$15,001 - $50,000",Sale (Full)
04/04/2018,Shelley M Capito,MDLZ,"$1,001 - $15,000",Purchase
08/31/2017,"Robert P Casey, Jr.",FE,"$1,001 - $15,000",Sale (Partial)
03/05/2018,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
12/05/2017,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
09/07/2017,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
04/23/2018,William Cassidy,VFC,"$1,001 - $15,000",Sale (Full)
04/23/2018,William Cassidy,UPS,"$1,001 - $15,000",Purchase
04/23/2018,William Cassidy,SBUX,"$1,001 - $15,000",Purchase
04/23/2018,William Cassidy,PG,"$1,001 - $15,000",Purchase
04/23/2018,William Cassidy,MSFT,"$1,001 - $15,000",Sale (Partial)
04/23/2018,William Cassidy,MDT,"$1,001 - $15,000",Sale (Partial)
04/23/2018,William Cassidy,LOW,"$1,001 - $15,000",Sale (Partial)
04/23/2018,William Cassidy,IBM,"$1,001 - $15,000",Purchase
04/23/2018,William Cassidy,GWW,"$1,001 - $15,000",Sale (Full)
04/25/2018,William Cassidy,XOM,"$1,001 - $15,000",Purchase
04/23/2018,William Cassidy,EMR,"$1,001 - $15,000",Sale (Partial)
04/23/2018,William Cassidy,CMCSA,"$1,001 - $15,000",Purchase
04/23/2018,William Cassidy,CSCO,"$1,001 - $15,000",Sale (Partial)
04/23/2018,William Cassidy,CVS,"$1,001 - $15,000",Purchase
04/23/2018,William Cassidy,BLK,"$1,001 - $15,000",Sale (Partial)
04/23/2018,William Cassidy,AFL,"$1,001 - $15,000",Purchase
04/30/2018,Patrick J Toomey,REVB,"$1,001 - $15,000",Sale (Partial)
04/23/2018,Patrick J Toomey,BOX,"$1,001 - $15,000",Purchase
01/08/2018,Patrick J Toomey,PFS,"$1,001 - $15,000",Sale (Full)
01/08/2018,Patrick J Toomey,REVB,"$1,001 - $15,000",Sale (Full)
01/05/2018,Patrick J Toomey,PFS,"$1,001 - $15,000",Sale (Full)
12/07/2017,Patrick J Toomey,REVB,"$1,001 - $15,000",Sale (Partial)
12/07/2017,Patrick J Toomey,GE,"$1,001 - $15,000",Purchase
04/23/2018,"Angus S King, Jr.",GILD,"$1,001 - $15,000",Sale (Partial)
05/15/2018,Pat Roberts,BAC,"$1,001 - $15,000",Purchase
05/23/2018,John Hoeven,T,"$50,001 - $100,000",Sale (Partial)
05/23/2018,John Hoeven,GIS,"$50,001 - $100,000",Sale (Partial)
05/31/2018,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
05/29/2018,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Sale (Partial)
05/29/2018,"David A Perdue , Jr",UHAL,"$1,001 - $15,000",Purchase
05/25/2018,"David A Perdue , Jr",CRMT,"$1,001 - $15,000",Sale (Partial)
05/24/2018,"David A Perdue , Jr",DIS,"$1,001 - $15,000",Purchase
05/23/2018,"David A Perdue , Jr",CRMT,"$1,001 - $15,000",Sale (Partial)
05/23/2018,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Sale (Partial)
05/22/2018,"David A Perdue , Jr",CRMT,"$1,001 - $15,000",Sale (Partial)
05/22/2018,"David A Perdue , Jr",CRMT,"$1,001 - $15,000",Sale (Partial)
05/22/2018,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Sale (Partial)
05/22/2018,"David A Perdue , Jr",PEP,"$1,001 - $15,000",Purchase
05/21/2018,"David A Perdue , Jr",CRMT,"$1,001 - $15,000",Sale (Partial)
05/17/2018,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Sale (Partial)
05/17/2018,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
05/16/2018,"David A Perdue , Jr",PEP,"$1,001 - $15,000",Purchase
05/15/2018,"David A Perdue , Jr",HBI,"$1,001 - $15,000",Purchase
05/10/2018,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Sale (Partial)
05/10/2018,"David A Perdue , Jr",GLW,"$1,001 - $15,000",Purchase
05/08/2018,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
05/08/2018,"David A Perdue , Jr",HBI,"$1,001 - $15,000",Purchase
05/08/2018,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
05/07/2018,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Sale (Partial)
05/04/2018,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
05/04/2018,"David A Perdue , Jr",TWX,"$1,001 - $15,000",Purchase
05/04/2018,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
05/04/2018,"David A Perdue , Jr",HBI,"$1,001 - $15,000",Purchase
05/02/2018,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Sale (Partial)
05/01/2018,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Sale (Partial)
05/01/2018,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Sale (Partial)
05/01/2018,"David A Perdue , Jr",HBI,"$1,001 - $15,000",Purchase
05/02/2018,Patrick J Toomey,BOX,"$1,001 - $15,000",Sale (Partial)
05/02/2018,Patrick J Toomey,BOX,"$1,001 - $15,000",Purchase
05/07/2018,Sheldon Whitehouse,C,"$1,001 - $15,000",Purchase
05/07/2018,Sheldon Whitehouse,AMZN,"$15,001 - $50,000",Purchase
05/07/2018,Sheldon Whitehouse,CB,"$1,001 - $15,000",Purchase
05/07/2018,Sheldon Whitehouse,HD,"$1,001 - $15,000",Purchase
05/07/2018,Sheldon Whitehouse,MCD,"$1,001 - $15,000",Purchase
05/24/2018,Sheldon Whitehouse,F,"$1,001 - $15,000",Purchase
05/24/2018,Sheldon Whitehouse,ETN,"$1,001 - $15,000",Purchase
05/24/2018,Sheldon Whitehouse,BUD,"$1,001 - $15,000",Purchase
05/24/2018,Sheldon Whitehouse,ADI,"$1,001 - $15,000",Purchase
05/24/2018,Sheldon Whitehouse,IBM,"$1,001 - $15,000",Purchase
05/07/2018,Sheldon Whitehouse,TSLA,"$1,001 - $15,000",Purchase
05/07/2018,Sheldon Whitehouse,MGA,"$15,001 - $50,000",Sale (Full)
05/17/2018,Shelley M Capito,RCL,"$1,001 - $15,000",Sale (Full)
05/18/2018,Shelley M Capito,BNPQY,"$1,001 - $15,000",Sale (Full)
05/17/2018,Shelley M Capito,DWDP,"$1,001 - $15,000",Purchase
06/01/2018,Tina Smith,TCMD,"$100,001 - $250,000",Sale (Partial)
06/01/2018,Tina Smith,TCMD,"$100,001 - $250,000",Sale (Full)
06/01/2018,Tina Smith,PODD,"$100,001 - $250,000",Sale (Partial)
05/08/2018,Susan M Collins,JPM,"$15,001 - $50,000",Purchase
05/08/2018,Susan M Collins,USB,"$1,001 - $15,000",Sale (Full)
05/04/2018,Susan M Collins,HOLX,"$15,001 - $50,000",Sale (Full)
06/01/2018,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
06/07/2018,John Hoeven,MET,"$50,001 - $100,000",Purchase
06/07/2018,John Hoeven,CVS,"$50,001 - $100,000",Purchase
06/01/2018,John Hoeven,AMZN,"$50,001 - $100,000",Purchase
06/19/2018,James M Inhofe,CRSP,"$15,001 - $50,000",Sale (Partial)
06/04/2018,James M Inhofe,BMY,"$50,001 - $100,000",Sale (Full)
05/29/2018,James M Inhofe,CLR,"$15,001 - $50,000",Sale (Partial)
09/27/2017,Pat Roberts,BA,"$1,001 - $15,000",Purchase
09/27/2017,Pat Roberts,RTN,"$15,001 - $50,000",Purchase
09/26/2017,Pat Roberts,SBUX,"$1,001 - $15,000",Purchase
09/26/2017,Pat Roberts,GE,"$1,001 - $15,000",Sale (Full)
09/26/2017,Pat Roberts,COF,"$1,001 - $15,000",Purchase
09/26/2017,Pat Roberts,WF,"$1,001 - $15,000",Sale (Full)
09/26/2017,Pat Roberts,T,"$1,001 - $15,000",Sale (Full)
09/26/2017,Pat Roberts,BAC,"$15,001 - $50,000",Sale (Full)
09/07/2017,Pat Roberts,BAC,"$1,001 - $15,000",Purchase
09/07/2017,Pat Roberts,CELG,"$1,001 - $15,000",Sale (Full)
09/26/2017,Pat Roberts,TCS,"$1,001 - $15,000",Sale (Full)
09/28/2017,Pat Roberts,NOC,"$15,001 - $50,000",Purchase
09/26/2017,Pat Roberts,TCS,"$1,001 - $15,000",Sale (Full)
11/06/2017,Pat Roberts,DVN,"$1,001 - $15,000",Purchase
11/30/2017,Pat Roberts,NVDA,"$15,001 - $50,000",Purchase
11/30/2017,Pat Roberts,TJX,"$1,001 - $15,000",Sale (Full)
11/30/2017,Pat Roberts,XOM,"$1,001 - $15,000",Sale (Full)
11/07/2017,Pat Roberts,CVX,"$1,001 - $15,000",Purchase
11/07/2017,Pat Roberts,AMZN,"$1,001 - $15,000",Purchase
11/08/2017,Pat Roberts,AAPL,"$15,001 - $50,000",Purchase
11/30/2017,Pat Roberts,TJX,"$1,001 - $15,000",Sale (Full)
11/08/2017,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
11/07/2017,Pat Roberts,NFLX,"$1,001 - $15,000",Purchase
09/09/2017,Pat Roberts,BIDU,"$15,001 - $50,000",Sale (Full)
06/25/2018,Pat Roberts,AMZN,"$15,001 - $50,000",Purchase
06/25/2018,Pat Roberts,NFLX,"$50,001 - $100,000",Purchase
06/22/2018,Pat Roberts,CVX,"$1,001 - $15,000",Purchase
06/22/2018,Pat Roberts,NFLX,"$50,001 - $100,000",Sale (Full)
06/22/2018,Pat Roberts,AMZN,"$15,001 - $50,000",Sale (Full)
05/21/2018,Gary C Peters,SHW,"$1,001 - $15,000",Sale (Partial)
02/27/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/24/2017,"David A Perdue , Jr",ENTG,"$1,001 - $15,000",Sale (Partial)
02/23/2017,"David A Perdue , Jr",WOOF,"$15,001 - $50,000",Sale (Partial)
02/22/2017,"David A Perdue , Jr",PFE,"$15,001 - $50,000",Purchase
02/17/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/16/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/14/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/14/2017,"David A Perdue , Jr",ENTG,"$1,001 - $15,000",Sale (Partial)
02/13/2017,"David A Perdue , Jr",BAX,"$1,001 - $15,000",Sale (Partial)
02/13/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/10/2017,"David A Perdue , Jr",VIAB,"$1,001 - $15,000",Sale (Full)
02/10/2017,"David A Perdue , Jr",WOOF,"$1,001 - $15,000",Sale (Partial)
02/10/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/09/2017,"David A Perdue , Jr",WOOF,"$1,001 - $15,000",Sale (Partial)
02/09/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/08/2017,"David A Perdue , Jr",PG,"$15,001 - $50,000",Sale (Partial)
02/08/2017,"David A Perdue , Jr",AMZN,"$15,001 - $50,000",Purchase
02/08/2017,"David A Perdue , Jr",ORCL,"$15,001 - $50,000",Purchase
02/08/2017,"David A Perdue , Jr",BAX,"$1,001 - $15,000",Sale (Partial)
02/08/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/08/2017,"David A Perdue , Jr",PKI,"$1,001 - $15,000",Sale (Partial)
02/06/2017,"David A Perdue , Jr",WOOF,"$1,001 - $15,000",Sale (Partial)
02/07/2017,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
02/07/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/07/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/06/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/06/2017,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Purchase
02/03/2017,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
02/02/2017,"David A Perdue , Jr",VSM,"$1,001 - $15,000",Purchase
02/01/2017,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
02/01/2017,"David A Perdue , Jr",ENTG,"$1,001 - $15,000",Sale (Partial)
02/01/2017,"David A Perdue , Jr",ENTG,"$1,001 - $15,000",Sale (Partial)
02/01/2017,"David A Perdue , Jr",WOOF,"$15,001 - $50,000",Sale (Partial)
01/31/2017,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
07/05/2018,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Sale (Partial)
07/05/2018,"David A Perdue , Jr",GM,"$1,001 - $15,000",Purchase
07/05/2018,"David A Perdue , Jr",GM,"$15,001 - $50,000",Purchase
07/02/2018,"David A Perdue , Jr",MYL,"$15,001 - $50,000",Sale (Partial)
06/26/2018,"David A Perdue , Jr",SU,"$15,001 - $50,000",Purchase
06/14/2018,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
07/02/2018,"David A Perdue , Jr",MYL,"$15,001 - $50,000",Sale (Partial)
06/13/2018,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
06/13/2018,"David A Perdue , Jr",FDC,"$15,001 - $50,000",Sale (Partial)
06/26/2018,"David A Perdue , Jr",CRMT,"$1,001 - $15,000",Sale (Full)
06/28/2018,"David A Perdue , Jr",BOIVF,"$1,001 - $15,000",Purchase
06/28/2018,"David A Perdue , Jr",CZR,"$1,001 - $15,000",Purchase
06/27/2018,"David A Perdue , Jr",BOIVF,"$1,001 - $15,000",Purchase
06/27/2018,"David A Perdue , Jr",CZR,"$1,001 - $15,000",Purchase
06/27/2018,"David A Perdue , Jr",SPY,"$15,001 - $50,000",Purchase
06/26/2018,"David A Perdue , Jr",BOIVF,"$1,001 - $15,000",Purchase
06/25/2018,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
06/25/2018,"David A Perdue , Jr",RF,"$1,001 - $15,000",Purchase
06/25/2018,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
06/22/2018,"David A Perdue , Jr",FEYE,"$1,001 - $15,000",Purchase
06/22/2018,"David A Perdue , Jr",RF,"$1,001 - $15,000",Purchase
06/21/2018,"David A Perdue , Jr",FOX,"$1,001 - $15,000",Sale (Partial)
06/21/2018,"David A Perdue , Jr",FOXA,"$15,001 - $50,000",Sale (Partial)
06/21/2018,"David A Perdue , Jr",KMI,"$1,001 - $15,000",Sale (Partial)
06/21/2018,"David A Perdue , Jr",OKE,"$1,001 - $15,000",Sale (Partial)
06/21/2018,"David A Perdue , Jr",UHAL,"$1,001 - $15,000",Purchase
06/21/2018,"David A Perdue , Jr",LNG,"$1,001 - $15,000",Purchase
06/21/2018,"David A Perdue , Jr",LNG,"$1,001 - $15,000",Purchase
06/21/2018,"David A Perdue , Jr",RF,"$1,001 - $15,000",Purchase
06/21/2018,"David A Perdue , Jr",RF,"$1,001 - $15,000",Purchase
06/20/2018,"David A Perdue , Jr",CZR,"$1,001 - $15,000",Purchase
06/20/2018,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
06/19/2018,"David A Perdue , Jr",T,"$1,001 - $15,000",Sale (Full)
06/19/2018,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
06/14/2018,"David A Perdue , Jr",CRMT,"$1,001 - $15,000",Sale (Partial)
06/14/2018,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
