,date,name,ticker,amount,type
987,01/22/2024,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
988,01/22/2024,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
989,01/22/2024,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
990,01/22/2024,Thomas H Tuberville,SCCO,"$1,001 - $15,000",Sale (Full)
991,01/22/2024,Thomas H Tuberville,MNST,"$1,001 - $15,000",Sale (Full)
992,01/22/2024,Thomas H Tuberville,MMC,"$1,001 - $15,000",Sale (Full)
993,01/22/2024,Thomas H Tuberville,IDXX,"$1,001 - $15,000",Sale (Full)
994,01/22/2024,Thomas H Tuberville,META,"$1,001 - $15,000",Sale (Full)
995,01/22/2024,Thomas H Tuberville,CLF,"$15,001 - $50,000",Sale (Partial)
996,01/22/2024,Thomas H Tuberville,CLF,"$15,001 - $50,000",Sale (Partial)
997,01/22/2024,Thomas H Tuberville,CLF,"$50,001 - $100,000",Sale (Partial)
998,01/22/2024,Thomas H Tuberville,CLF,"$50,001 - $100,000",Sale (Partial)
999,01/22/2024,Thomas H Tuberville,AON,"$1,001 - $15,000",Sale (Full)
1000,01/19/2024,Thomas H Tuberville,PG,"$1,001 - $15,000",Purchase
1001,01/19/2024,Thomas H Tuberville,XP,"$15,001 - $50,000",Sale (Full)
1002,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Full)
1003,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1004,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1005,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1006,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1007,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1008,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1009,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1010,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1011,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1012,01/19/2024,Thomas H Tuberville,SSBK,"$1,001 - $15,000",Sale (Partial)
1013,01/19/2024,Thomas H Tuberville,SSBK,"$15,001 - $50,000",Sale (Partial)
1014,01/19/2024,Thomas H Tuberville,PAM,"$1,001 - $15,000",Sale (Full)
1015,01/19/2024,Thomas H Tuberville,NVO,"$15,001 - $50,000",Sale (Full)
1016,01/19/2024,Thomas H Tuberville,LRCX,"$1,001 - $15,000",Sale (Full)
1017,01/19/2024,Thomas H Tuberville,IBM,"$1,001 - $15,000",Sale (Full)
1018,01/19/2024,Thomas H Tuberville,GNTX,"$15,001 - $50,000",Sale (Full)
1019,01/19/2024,Thomas H Tuberville,RACE,"$1,001 - $15,000",Sale (Full)
1020,01/19/2024,Thomas H Tuberville,CFG,"$15,001 - $50,000",Sale (Full)
1021,01/19/2024,Thomas H Tuberville,ADSK,"$1,001 - $15,000",Sale (Full)
1022,01/19/2024,Thomas H Tuberville,AMAT,"$1,001 - $15,000",Sale (Full)
1023,01/19/2024,Thomas H Tuberville,AAPL,"$250,001 - $500,000",Sale (Full)
1024,01/19/2024,Thomas H Tuberville,ADI,"$1,001 - $15,000",Sale (Full)
1025,01/19/2024,Thomas H Tuberville,APH,"$1,001 - $15,000",Sale (Full)
1026,01/19/2024,Thomas H Tuberville,AMGN,"$15,001 - $50,000",Sale (Full)
1027,01/19/2024,Thomas H Tuberville,AME,"$1,001 - $15,000",Sale (Full)
1028,01/19/2024,Thomas H Tuberville,GOOGL,"$1,001 - $15,000",Sale (Full)
1029,01/19/2024,Thomas H Tuberville,GOOG,"$1,001 - $15,000",Sale (Full)
1030,01/19/2024,Thomas H Tuberville,AMD,"$15,001 - $50,000",Sale (Full)
1031,01/19/2024,Thomas H Tuberville,ADBE,"$1,001 - $15,000",Sale (Full)
1032,01/19/2024,Thomas H Tuberville,ABBV,"$1,001 - $15,000",Sale (Full)
1033,01/19/2024,Thomas H Tuberville,HUMA,"$1,001 - $15,000",Sale (Partial)
1034,01/10/2024,Thomas H Tuberville,AAPL,"$1,001 - $15,000",Purchase
1035,01/03/2024,Thomas H Tuberville,GOOGL,"$1,001 - $15,000",Sale (Partial)
1036,01/03/2024,Thomas H Tuberville,AAPL,"$15,001 - $50,000",Sale (Partial)
1037,01/03/2024,Thomas H Tuberville,BMY,"$1,001 - $15,000",Sale (Partial)
1038,01/03/2024,Thomas H Tuberville,LLY,"$15,001 - $50,000",Sale (Partial)
1039,01/03/2024,Thomas H Tuberville,MSFT,"$15,001 - $50,000",Sale (Partial)
1040,01/03/2024,Thomas H Tuberville,ORCL,"$1,001 - $15,000",Sale (Partial)
1041,01/03/2024,Thomas H Tuberville,SLF,"$15,001 - $50,000",Sale (Partial)
1042,01/03/2024,Thomas H Tuberville,DGX,"$15,001 - $50,000",Sale (Partial)
1043,01/03/2024,Thomas H Tuberville,UNP,"$15,001 - $50,000",Sale (Partial)
1044,01/19/2024,Shelley M Capito,ES,"$1,001 - $15,000",Sale (Full)
1045,01/19/2024,Shelley M Capito,ENB,"$1,001 - $15,000",Sale (Full)
1046,01/24/2024,Daniel S Sullivan,RPM,"$15,001 - $50,000",Sale (Partial)
1047,01/17/2024,Thomas R Carper,GBIL,"$1,001 - $15,000",Purchase
1048,01/17/2024,Thomas R Carper,AES,"$1,001 - $15,000",Purchase
1049,01/17/2024,Thomas R Carper,TTE,"$1,001 - $15,000",Sale (Partial)
1050,01/17/2024,Thomas R Carper,SBUX,"$1,001 - $15,000",Purchase
1051,01/17/2024,Thomas R Carper,VLO,"$1,001 - $15,000",Purchase
1052,01/17/2024,Thomas R Carper,MET,"$1,001 - $15,000",Sale (Partial)
1053,01/17/2024,Thomas R Carper,CME,"$1,001 - $15,000",Purchase
1054,01/17/2024,Thomas R Carper,ETRN,"$1,001 - $15,000",Purchase
1055,01/17/2024,Thomas R Carper,GBIL,"$1,001 - $15,000",Purchase
1056,01/17/2024,Thomas R Carper,ABT,"$1,001 - $15,000",Sale (Partial)
1057,01/02/2024,Thomas R Carper,S,"$1,001 - $15,000",Sale (Full)
1058,01/02/2024,Thomas R Carper,DELL,"$1,001 - $15,000",Purchase
1059,01/04/2024,Markwayne Mullin,ZTS,"$1,001 - $15,000",Purchase
1060,01/04/2024,Markwayne Mullin,SFM,"$1,001 - $15,000",Purchase
1061,01/04/2024,Markwayne Mullin,OLLI,"$1,001 - $15,000",Purchase
1062,01/04/2024,Markwayne Mullin,GS,"$1,001 - $15,000",Purchase
1063,01/04/2024,Markwayne Mullin,FRPT,"$1,001 - $15,000",Purchase
1064,01/04/2024,Markwayne Mullin,ETN,"$1,001 - $15,000",Purchase
1065,01/04/2024,Markwayne Mullin,ELF,"$1,001 - $15,000",Purchase
1066,01/04/2024,Markwayne Mullin,CYBR,"$1,001 - $15,000",Purchase
1067,01/04/2024,Markwayne Mullin,BMI,"$1,001 - $15,000",Purchase
1068,01/04/2024,Markwayne Mullin,AXON,"$1,001 - $15,000",Purchase
1069,01/04/2024,Markwayne Mullin,ZTS,"$1,001 - $15,000",Purchase
1070,01/04/2024,Markwayne Mullin,SFM,"$1,001 - $15,000",Purchase
1071,01/04/2024,Markwayne Mullin,OLLI,"$1,001 - $15,000",Purchase
1072,01/04/2024,Markwayne Mullin,GS,"$1,001 - $15,000",Purchase
1073,01/04/2024,Markwayne Mullin,FRPT,"$1,001 - $15,000",Purchase
1074,01/04/2024,Markwayne Mullin,ETN,"$1,001 - $15,000",Purchase
1075,01/04/2024,Markwayne Mullin,ELF,"$1,001 - $15,000",Purchase
1076,01/04/2024,Markwayne Mullin,CYBR,"$1,001 - $15,000",Purchase
1077,01/04/2024,Markwayne Mullin,BMI,"$1,001 - $15,000",Purchase
1078,01/04/2024,Markwayne Mullin,AXON,"$1,001 - $15,000",Purchase
1079,01/02/2024,Markwayne Mullin,ADBE,"$15,001 - $50,000",Purchase
1080,01/02/2024,Markwayne Mullin,AMD,"$15,001 - $50,000",Purchase
1081,01/02/2024,Markwayne Mullin,AAPL,"$50,001 - $100,000",Purchase
1082,01/02/2024,Markwayne Mullin,AMAT,"$15,001 - $50,000",Purchase
1083,01/02/2024,Markwayne Mullin,META,"$15,001 - $50,000",Purchase
1084,01/02/2024,Markwayne Mullin,LRCX,"$15,001 - $50,000",Purchase
1085,01/02/2024,Markwayne Mullin,NVDA,"$15,001 - $50,000",Purchase
1086,12/22/2023,Markwayne Mullin,SHOP,"$1,001 - $15,000",Sale (Partial)
1087,12/22/2023,Markwayne Mullin,PYPL,"$1,001 - $15,000",Sale (Partial)
1088,12/22/2023,Markwayne Mullin,PODD,"$1,001 - $15,000",Sale (Partial)
1089,12/22/2023,Markwayne Mullin,INST,"$1,001 - $15,000",Sale (Partial)
1090,12/22/2023,Markwayne Mullin,HUBB,"$1,001 - $15,000",Sale (Partial)
1091,12/22/2023,Markwayne Mullin,FN,"$1,001 - $15,000",Sale (Partial)
1092,12/22/2023,Markwayne Mullin,FCFS,"$1,001 - $15,000",Sale (Partial)
1093,12/22/2023,Markwayne Mullin,EXLS,"$1,001 - $15,000",Sale (Partial)
1094,12/22/2023,Markwayne Mullin,CTVA,"$1,001 - $15,000",Sale (Partial)
1095,12/22/2023,Markwayne Mullin,CELH,"$1,001 - $15,000",Sale (Partial)
1096,01/26/2024,Lindsey Graham,VIG,"$15,001 - $50,000",Sale (Partial)
1097,01/26/2024,Lindsey Graham,USFR,"$15,001 - $50,000",Purchase
1098,12/28/2023,Gary C Peters,D,"$1,001 - $15,000",Sale (Full)
1099,12/20/2023,Rick Scott,VAXX,"$1,001 - $15,000",Sale (Full)
1100,12/20/2023,Rick Scott,VAXX,"$1,001 - $15,000",Sale (Full)
1101,12/20/2023,Rick Scott,VAXX,"$1,001 - $15,000",Sale (Full)
1102,12/14/2023,Sheldon Whitehouse,SNOW,"$1,001 - $15,000",Purchase
1103,12/14/2023,Sheldon Whitehouse,LLY,"$1,001 - $15,000",Purchase
1104,12/07/2023,Sheldon Whitehouse,TGT,"$15,001 - $50,000",Sale (Full)
1105,12/07/2023,Sheldon Whitehouse,KO,"$1,001 - $15,000",Purchase
1106,12/11/2023,Sheldon Whitehouse,PFE,"$1,001 - $15,000",Sale (Full)
1107,12/14/2023,"Jerry Moran,",VZ,"$1,001 - $15,000",Sale (Full)
1108,12/14/2023,"Jerry Moran,",USB,"$1,001 - $15,000",Sale (Full)
1109,12/14/2023,"Jerry Moran,",CI,"$1,001 - $15,000",Sale (Full)
1110,12/14/2023,"Jerry Moran,",PII,"$1,001 - $15,000",Sale (Full)
1111,12/14/2023,"Jerry Moran,",MSFT,"$1,001 - $15,000",Sale (Full)
1112,12/14/2023,"Jerry Moran,",META,"$1,001 - $15,000",Sale (Full)
1113,12/14/2023,"Jerry Moran,",KR,"$1,001 - $15,000",Sale (Full)
1114,12/14/2023,"Jerry Moran,",KMB,"$1,001 - $15,000",Sale (Full)
1115,12/14/2023,"Jerry Moran,",JNJ,"$1,001 - $15,000",Sale (Full)
1116,12/14/2023,"Jerry Moran,",INTC,"$1,001 - $15,000",Sale (Full)
1117,12/14/2023,"Jerry Moran,",XOM,"$1,001 - $15,000",Sale (Full)
1118,12/14/2023,"Jerry Moran,",DVA,"$1,001 - $15,000",Sale (Full)
1119,12/14/2023,"Jerry Moran,",CVS,"$1,001 - $15,000",Sale (Full)
1120,12/14/2023,"Jerry Moran,",CMCSA,"$1,001 - $15,000",Sale (Full)
1121,12/14/2023,"Jerry Moran,",CSCO,"$1,001 - $15,000",Sale (Full)
1122,12/14/2023,"Jerry Moran,",CVX,"$1,001 - $15,000",Sale (Full)
1123,12/14/2023,"Jerry Moran,",BRK.B,"$1,001 - $15,000",Purchase
1124,12/14/2023,"Jerry Moran,",BK,"$1,001 - $15,000",Sale (Full)
1125,12/14/2023,"Jerry Moran,",BAC,"$1,001 - $15,000",Sale (Full)
1126,12/14/2023,"Jerry Moran,",AAPL,"$1,001 - $15,000",Sale (Full)
1127,12/14/2023,"Jerry Moran,",GOOG,"$1,001 - $15,000",Sale (Full)
1128,12/14/2023,"Jerry Moran,",VZ,"$1,001 - $15,000",Sale (Full)
1129,12/14/2023,"Jerry Moran,",USB,"$1,001 - $15,000",Sale (Full)
1130,12/14/2023,"Jerry Moran,",CI,"$1,001 - $15,000",Sale (Full)
1131,12/14/2023,"Jerry Moran,",PII,"$1,001 - $15,000",Sale (Full)
1132,12/14/2023,"Jerry Moran,",PFE,"$1,001 - $15,000",Sale (Full)
1133,12/14/2023,"Jerry Moran,",MSFT,"$1,001 - $15,000",Sale (Full)
1134,12/14/2023,"Jerry Moran,",META,"$1,001 - $15,000",Sale (Full)
1135,12/14/2023,"Jerry Moran,",KR,"$1,001 - $15,000",Sale (Full)
1136,12/14/2023,"Jerry Moran,",KMB,"$1,001 - $15,000",Sale (Full)
1137,12/14/2023,"Jerry Moran,",JNJ,"$1,001 - $15,000",Sale (Full)
1138,12/14/2023,"Jerry Moran,",INTC,"$1,001 - $15,000",Sale (Full)
1139,12/14/2023,"Jerry Moran,",HAL,"$15,001 - $50,000",Sale (Full)
1140,12/14/2023,"Jerry Moran,",XOM,"$1,001 - $15,000",Sale (Full)
1141,12/14/2023,"Jerry Moran,",DVA,"$1,001 - $15,000",Sale (Full)
1142,12/14/2023,"Jerry Moran,",CVS,"$1,001 - $15,000",Sale (Full)
1143,12/14/2023,"Jerry Moran,",CMCSA,"$1,001 - $15,000",Sale (Full)
1144,12/14/2023,"Jerry Moran,",CSCO,"$1,001 - $15,000",Sale (Full)
1145,12/14/2023,"Jerry Moran,",CVX,"$1,001 - $15,000",Sale (Full)
1146,12/14/2023,"Jerry Moran,",BRK.B,"$1,001 - $15,000",Purchase
1147,12/14/2023,"Jerry Moran,",BK,"$1,001 - $15,000",Sale (Full)
1148,12/14/2023,"Jerry Moran,",BAC,"$1,001 - $15,000",Sale (Full)
1149,12/14/2023,"Jerry Moran,",AAPL,"$1,001 - $15,000",Sale (Full)
1150,12/14/2023,"Jerry Moran,",AMZN,"$1,001 - $15,000",Sale (Full)
1151,12/14/2023,"Jerry Moran,",GOOG,"$1,001 - $15,000",Sale (Full)
1152,12/27/2023,"Angus S King, Jr.",VZ,"$1,001 - $15,000",Sale (Full)
1153,12/27/2023,"Angus S King, Jr.",EA,"$1,001 - $15,000",Purchase
1154,12/19/2023,Shelley M Capito,JPM,"$1,001 - $15,000",Sale (Partial)
1155,12/19/2023,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
1156,12/19/2023,Shelley M Capito,AAPL,"$1,001 - $15,000",Sale (Partial)
1157,12/19/2023,Shelley M Capito,ADI,"$1,001 - $15,000",Sale (Partial)
1158,12/19/2023,Shelley M Capito,ACN,"$1,001 - $15,000",Sale (Partial)
1159,12/01/2023,Shelley M Capito,SPGI,"$1,001 - $15,000",Purchase
1160,12/01/2023,Shelley M Capito,CMCSA,"$1,001 - $15,000",Purchase
1161,12/01/2023,Shelley M Capito,CSCO,"$1,001 - $15,000",Purchase
1162,12/01/2023,Shelley M Capito,CVX,"$1,001 - $15,000",Purchase
1163,12/29/2023,Shelley M Capito,TFC,"$15,001 - $50,000",Sale (Partial)
1164,12/18/2023,Shelley M Capito,PFE,"$1,001 - $15,000",Sale (Partial)
1165,12/18/2023,Shelley M Capito,MDLZ,"$1,001 - $15,000",Sale (Partial)
1166,12/18/2023,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
1167,12/18/2023,Shelley M Capito,KO,"$1,001 - $15,000",Sale (Partial)
1168,12/26/2023,Thomas H Tuberville,PARA,"$15,001 - $50,000",Purchase
1169,12/26/2023,Thomas H Tuberville,VZ,"$15,001 - $50,000",Sale (Partial)
1170,12/26/2023,Thomas H Tuberville,RF,"$15,001 - $50,000",Sale (Full)
1171,12/26/2023,Thomas H Tuberville,KEY,"$15,001 - $50,000",Purchase
1172,12/19/2023,Thomas H Tuberville,UAA,"$15,001 - $50,000",Sale (Full)
1173,12/18/2023,Thomas H Tuberville,CVX,"$1,001 - $15,000",Sale (Full)
1174,12/18/2023,Thomas H Tuberville,GOLD,"$1,001 - $15,000",Sale (Full)
1175,12/18/2023,Thomas H Tuberville,GOLD,"$15,001 - $50,000",Sale (Full)
1176,12/18/2023,Thomas H Tuberville,CVX,"$1,001 - $15,000",Sale (Full)
1177,12/18/2023,Thomas H Tuberville,GOLD,"$50,001 - $100,000",Purchase
1178,12/14/2023,Thomas H Tuberville,CVX,"$50,001 - $100,000",Purchase
1179,12/13/2023,Thomas H Tuberville,CVX,"$100,001 - $250,000",Purchase
1180,12/12/2023,Thomas H Tuberville,DVA,"$1,001 - $15,000",Sale (Full)
1181,12/12/2023,Thomas H Tuberville,GOLD,"$15,001 - $50,000",Purchase
1182,12/11/2023,Thomas H Tuberville,GOLD,"$1,001 - $15,000",Purchase
1183,12/13/2023,John W Hickenlooper,CMG,"$100,001 - $250,000",Sale (Partial)
1184,12/27/2023,"William F Hagerty, IV",DDOG,"$1,001 - $15,000",Sale (Full)
1185,12/20/2023,John Boozman,LRCX,"$1,001 - $15,000",Sale (Partial)
1186,12/12/2023,John Boozman,GBIL,"$1,001 - $15,000",Sale (Partial)
1187,12/20/2023,John Boozman,PFE,"$1,001 - $15,000",Purchase
1188,12/12/2023,John Boozman,PPLT,"$1,001 - $15,000",Purchase
1189,12/12/2023,John Boozman,PALL,"$1,001 - $15,000",Purchase
1190,12/20/2023,John Boozman,LRCX,"$1,001 - $15,000",Sale (Partial)
1191,12/12/2023,John Boozman,GBIL,"$1,001 - $15,000",Sale (Partial)
1192,12/20/2023,John Boozman,PFE,"$1,001 - $15,000",Purchase
1193,12/12/2023,John Boozman,PALL,"$1,001 - $15,000",Purchase
1194,12/12/2023,John Boozman,PALL,"$1,001 - $15,000",Purchase
1195,12/21/2023,Thomas R Carper,"--
TAC","$1,001 - $15,000",Exchange
1196,12/18/2023,Thomas R Carper,XCEM,"$1,001 - $15,000",Purchase
1197,12/18/2023,Thomas R Carper,SMDV,"$1,001 - $15,000",Purchase
1198,12/18/2023,Thomas R Carper,FDRR,"$1,001 - $15,000",Purchase
1199,12/18/2023,Thomas R Carper,SBPYX,"$15,001 - $50,000",Purchase
1200,12/18/2023,Thomas R Carper,XCEM,"$15,001 - $50,000",Purchase
1201,12/14/2023,Thomas R Carper,HDGE,"$15,001 - $50,000",Sale (Full)
1202,12/14/2023,Thomas R Carper,HDGE,"$1,001 - $15,000",Sale (Full)
1203,12/14/2023,Thomas R Carper,HDGE,"$1,001 - $15,000",Sale (Full)
1204,12/11/2023,Thomas R Carper,SBUX,"$1,001 - $15,000",Purchase
1205,12/11/2023,Thomas R Carper,VLO,"$1,001 - $15,000",Purchase
1206,12/11/2023,Thomas R Carper,DGX,"$1,001 - $15,000",Sale (Partial)
1207,12/11/2023,Thomas R Carper,TSM,"$1,001 - $15,000",Sale (Partial)
1208,12/11/2023,Thomas R Carper,AGX,"$1,001 - $15,000",Sale (Full)
1209,12/11/2023,Thomas R Carper,MOS,"$1,001 - $15,000",Sale (Partial)
1210,12/11/2023,Thomas R Carper,GLPI,"$1,001 - $15,000",Purchase
1211,12/11/2023,Thomas R Carper,URA,"$1,001 - $15,000",Sale (Partial)
1212,12/11/2023,Thomas R Carper,FNF,"$1,001 - $15,000",Sale (Full)
1213,12/11/2023,Thomas R Carper,FLNG,"$1,001 - $15,000",Purchase
1214,12/11/2023,Thomas R Carper,IRM,"$1,001 - $15,000",Sale (Partial)
1215,12/11/2023,Thomas R Carper,FMC,"$1,001 - $15,000",Purchase
1216,12/11/2023,Thomas R Carper,KMB,"$1,001 - $15,000",Purchase
1217,12/05/2023,Markwayne Mullin,VLTO,"$1,001 - $15,000",Sale (Partial)
1218,11/27/2023,Shelley M Capito,WFC,"$1,001 - $15,000",Sale (Partial)
1219,11/27/2023,Shelley M Capito,SHEL,"$1,001 - $15,000",Sale (Full)
1220,12/05/2023,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
1221,11/22/2023,Thomas H Tuberville,MDLZ,"$1,001 - $15,000",Purchase
1222,11/21/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
1223,11/21/2023,Thomas H Tuberville,KEY,"$15,001 - $50,000",Purchase
1224,11/21/2023,Thomas H Tuberville,FGBI,"$15,001 - $50,000",Sale (Full)
1225,11/20/2023,Thomas H Tuberville,ABBV,"$1,001 - $15,000",Sale (Full)
1226,11/16/2023,Thomas H Tuberville,BMY,"$1,001 - $15,000",Sale (Full)
1227,11/15/2023,Thomas H Tuberville,AMAT,"$1,001 - $15,000",Sale (Full)
1228,11/15/2023,Thomas H Tuberville,MCHP,"$1,001 - $15,000",Sale (Full)
1229,11/14/2023,Thomas H Tuberville,OXY,"$1,001 - $15,000",Sale (Full)
1230,11/14/2023,Thomas H Tuberville,OXY,"$1,001 - $15,000",Sale (Full)
1231,11/09/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
1232,11/09/2023,Thomas H Tuberville,MSFT,"$1,001 - $15,000",Sale (Full)
1233,11/07/2023,Thomas H Tuberville,X,"$1,001 - $15,000",Purchase
1234,11/07/2023,John Boozman,SHY,"$1,001 - $15,000",Sale (Partial)
1235,11/07/2023,John Boozman,CMBS,"$1,001 - $15,000",Sale (Partial)
1236,11/29/2023,John Boozman,TLT,"$1,001 - $15,000",Sale (Partial)
1237,11/07/2023,John Boozman,AGZ,"$1,001 - $15,000",Sale (Partial)
1238,11/07/2023,John Boozman,GBIL,"$1,001 - $15,000",Sale (Partial)
1239,11/07/2023,John Boozman,GIGB,"$1,001 - $15,000",Sale (Partial)
1240,11/07/2023,John Boozman,JMBS,"$1,001 - $15,000",Purchase
1241,11/29/2023,John Boozman,SHY,"$1,001 - $15,000",Purchase
1242,11/08/2023,John Boozman,TLH,"$1,001 - $15,000",Purchase
1243,11/07/2023,John Boozman,TLT,"$1,001 - $15,000",Purchase
1244,11/07/2023,John Boozman,MBB,"$1,001 - $15,000",Purchase
1245,11/30/2023,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
1246,11/08/2023,Sheldon Whitehouse,CELH,"$1,001 - $15,000",Purchase
1247,11/29/2023,Sheldon Whitehouse,VLTO,"$1,001 - $15,000",Sale (Full)
1248,11/29/2023,Sheldon Whitehouse,VLTO,"$1,001 - $15,000",Sale (Full)
1249,11/16/2023,Sheldon Whitehouse,KMB,"$50,001 - $100,000",Sale (Full)
1250,11/29/2023,Sheldon Whitehouse,VLTO,"$1,001 - $15,000",Sale (Full)
1251,11/16/2023,Tina Smith,AORT,"$50,001 - $100,000",Purchase
1252,11/08/2023,Tina Smith,TCMD,"$100,001 - $250,000",Purchase
1253,11/10/2023,Tina Smith,AORT,"$50,001 - $100,000",Purchase
1254,10/31/2023,Thomas H Tuberville,KMB,"$1,001 - $15,000",Sale (Full)
1255,10/31/2023,Thomas H Tuberville,CLX,"$50,001 - $100,000",Sale (Full)
1256,10/31/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
1257,10/31/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
1258,10/31/2023,Thomas H Tuberville,KMB,"$100,001 - $250,000",Sale (Full)
1259,10/31/2023,Thomas H Tuberville,HPQ,"$15,001 - $50,000",Sale (Full)
1260,10/31/2023,Thomas H Tuberville,CLX,"$1,001 - $15,000",Sale (Partial)
1261,10/31/2023,Thomas H Tuberville,CLX,"$15,001 - $50,000",Sale (Partial)
1262,10/31/2023,Thomas H Tuberville,CLX,"$15,001 - $50,000",Sale (Partial)
1263,10/31/2023,Thomas H Tuberville,CLX,"$15,001 - $50,000",Sale (Partial)
1264,10/31/2023,Thomas H Tuberville,CLX,"$15,001 - $50,000",Sale (Partial)
1265,10/31/2023,Thomas H Tuberville,CLX,"$100,001 - $250,000",Sale (Partial)
1266,10/30/2023,Thomas H Tuberville,HPQ,"$15,001 - $50,000",Purchase
1267,10/25/2023,Thomas H Tuberville,CLX,"$100,001 - $250,000",Purchase
1268,10/23/2023,Thomas H Tuberville,HPQ,"$15,001 - $50,000",Purchase
1269,10/23/2023,Thomas H Tuberville,HPQ,"$15,001 - $50,000",Sale (Full)
1270,10/23/2023,Thomas H Tuberville,CLF,"$15,001 - $50,000",Purchase
1271,10/18/2023,Thomas H Tuberville,CLF,"$15,001 - $50,000",Purchase
1272,10/17/2023,Thomas H Tuberville,AMAT,"$1,001 - $15,000",Sale (Full)
1273,10/17/2023,Thomas H Tuberville,AMAT,"$1,001 - $15,000",Sale (Full)
1274,10/17/2023,Thomas H Tuberville,TSLA,"$1,001 - $15,000",Purchase
1275,10/17/2023,Thomas H Tuberville,TSLA,"$1,001 - $15,000",Purchase
1276,10/17/2023,Thomas H Tuberville,TSLA,"$1,001 - $15,000",Purchase
1277,10/17/2023,Thomas H Tuberville,KO,"$1,001 - $15,000",Purchase
1278,10/17/2023,Thomas H Tuberville,KO,"$1,001 - $15,000",Purchase
1279,10/17/2023,Thomas H Tuberville,TXN,"$1,001 - $15,000",Purchase
1280,10/17/2023,Thomas H Tuberville,TXN,"$1,001 - $15,000",Purchase
1281,10/17/2023,Thomas H Tuberville,TXN,"$1,001 - $15,000",Purchase
1282,10/17/2023,Thomas H Tuberville,TXN,"$1,001 - $15,000",Purchase
1283,10/17/2023,Thomas H Tuberville,TXN,"$15,001 - $50,000",Purchase
1284,10/17/2023,Thomas H Tuberville,WU,"$1,001 - $15,000",Purchase
1285,10/17/2023,Thomas H Tuberville,UNP,"$1,001 - $15,000",Sale (Full)
1286,10/17/2023,Thomas H Tuberville,MMM,"$15,001 - $50,000",Purchase
1287,10/17/2023,Thomas H Tuberville,TSLA,"$1,001 - $15,000",Sale (Full)
1288,10/17/2023,Thomas H Tuberville,SCCO,"$1,001 - $15,000",Purchase
1289,10/17/2023,Thomas H Tuberville,SWKS,"$1,001 - $15,000",Sale (Full)
1290,10/17/2023,Thomas H Tuberville,ROK,"$1,001 - $15,000",Purchase
1291,10/17/2023,Thomas H Tuberville,RMD,"$1,001 - $15,000",Purchase
1292,10/17/2023,Thomas H Tuberville,PHM,"$1,001 - $15,000",Purchase
1293,10/17/2023,Thomas H Tuberville,NXPI,"$1,001 - $15,000",Purchase
1294,10/17/2023,Thomas H Tuberville,MCO,"$1,001 - $15,000",Purchase
1295,10/17/2023,Thomas H Tuberville,MNST,"$1,001 - $15,000",Purchase
1296,10/17/2023,Thomas H Tuberville,MPWR,"$1,001 - $15,000",Purchase
1297,10/17/2023,Thomas H Tuberville,MCHP,"$1,001 - $15,000",Purchase
1298,10/17/2023,Thomas H Tuberville,MMC,"$1,001 - $15,000",Purchase
1299,10/17/2023,Thomas H Tuberville,ITW,"$1,001 - $15,000",Purchase
1300,10/17/2023,Thomas H Tuberville,GGG,"$1,001 - $15,000",Purchase
1301,10/17/2023,Thomas H Tuberville,FTNT,"$1,001 - $15,000",Purchase
1302,10/17/2023,Thomas H Tuberville,META,"$1,001 - $15,000",Purchase
1303,10/17/2023,Thomas H Tuberville,KO,"$1,001 - $15,000",Sale (Full)
1304,10/17/2023,Thomas H Tuberville,BMY,"$1,001 - $15,000",Purchase
1305,10/17/2023,Thomas H Tuberville,AMAT,"$1,001 - $15,000",Purchase
1306,10/17/2023,Thomas H Tuberville,AON,"$1,001 - $15,000",Purchase
1307,10/17/2023,Thomas H Tuberville,WMS,"$1,001 - $15,000",Purchase
1308,10/17/2023,Thomas H Tuberville,ABBV,"$1,001 - $15,000",Purchase
