,date,name,ticker,amount,type
125,08/01/2025,John Boozman,TLH,"$1,001 - $15,000",Purchase
126,08/01/2025,John Boozman,CMBS,"$1,001 - $15,000",Purchase
127,08/01/2025,John Boozman,IEI,"$1,001 - $15,000",Purchase
128,08/01/2025,John Boozman,TLT,"$1,001 - $15,000",Purchase
129,08/01/2025,John Boozman,MBB,"$1,001 - $15,000",Purchase
130,08/01/2025,John Boozman,AGZ,"$1,001 - $15,000",Purchase
131,08/01/2025,John Boozman,GEM,"$1,001 - $15,000",Purchase
132,08/01/2025,John Boozman,WWSYX,"$1,001 - $15,000",Purchase
133,08/07/2025,John Boozman,AMD,"$1,001 - $15,000",Purchase
134,09/01/2025,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
135,08/28/2025,Sheldon Whitehouse,UNH,"$15,001 - $50,000",Sale (Full)
136,08/28/2025,Sheldon Whitehouse,LRCX,"$15,001 - $50,000",Sale (Partial)
137,08/28/2025,Sheldon Whitehouse,KVUE,"$1,001 - $15,000",Sale (Full)
138,08/28/2025,Sheldon Whitehouse,DHR,"$1,001 - $15,000",Sale (Full)
139,08/04/2025,Shelley M Capito,BLK,"$1,001 - $15,000",Sale (Partial)
140,08/01/2025,Shelley M Capito,SHW,"$1,001 - $15,000",Purchase
141,08/01/2025,Shelley M Capito,PLD,"$1,001 - $15,000",Purchase
142,08/01/2025,Markwayne Mullin,UNH,"$15,001 - $50,000",Sale (Partial)
143,07/21/2025,"Angus S King, Jr.",VRT,"$1,001 - $15,000",Purchase
144,07/21/2025,"Angus S King, Jr.",UBER,"$1,001 - $15,000",Purchase
145,07/21/2025,"Angus S King, Jr.",TMO,"$1,001 - $15,000",Sale (Full)
146,07/21/2025,"Angus S King, Jr.",PWR,"$1,001 - $15,000",Purchase
147,07/21/2025,"Angus S King, Jr.",PYPL,"$1,001 - $15,000",Purchase
148,07/21/2025,"Angus S King, Jr.",ONON,"$1,001 - $15,000",Purchase
149,07/21/2025,"Angus S King, Jr.",NVDA,"$1,001 - $15,000",Purchase
150,07/21/2025,"Angus S King, Jr.",NFLX,"$1,001 - $15,000",Purchase
151,07/21/2025,"Angus S King, Jr.",MSFT,"$1,001 - $15,000",Purchase
152,07/21/2025,"Angus S King, Jr.",META,"$1,001 - $15,000",Purchase
153,07/21/2025,"Angus S King, Jr.",MRVL,"$1,001 - $15,000",Purchase
154,07/21/2025,"Angus S King, Jr.",LOW,"$1,001 - $15,000",Purchase
155,07/21/2025,"Angus S King, Jr.",KEX,"$1,001 - $15,000",Purchase
156,07/21/2025,"Angus S King, Jr.",JPM,"$1,001 - $15,000",Purchase
157,07/21/2025,"Angus S King, Jr.",XOM,"$1,001 - $15,000",Purchase
158,07/21/2025,"Angus S King, Jr.",BX,"$1,001 - $15,000",Purchase
159,07/21/2025,"Angus S King, Jr.",BAC,"$1,001 - $15,000",Purchase
160,07/21/2025,"Angus S King, Jr.",ADSK,"$1,001 - $15,000",Purchase
161,07/21/2025,"Angus S King, Jr.",ANET,"$1,001 - $15,000",Purchase
162,07/21/2025,"Angus S King, Jr.",AMAT,"$1,001 - $15,000",Purchase
163,07/21/2025,"Angus S King, Jr.",GOOGL,"$1,001 - $15,000",Purchase
164,07/21/2025,"Angus S King, Jr.",AMD,"$1,001 - $15,000",Purchase
165,07/15/2025,"Angus S King, Jr.",UNH,"$1,001 - $15,000",Sale (Full)
166,01/03/2023,Markwayne Mullin,SHOP,"$1,001 - $15,000",Purchase
167,01/03/2023,Markwayne Mullin,PYPL,"$1,001 - $15,000",Purchase
168,01/03/2023,Markwayne Mullin,FCFS,"$1,001 - $15,000",Purchase
169,01/04/2024,Markwayne Mullin,SHOP,"$1,001 - $15,000",Sale (Full)
170,01/04/2024,Markwayne Mullin,PYPL,"$1,001 - $15,000",Sale (Full)
171,01/04/2024,Markwayne Mullin,PODD,"$1,001 - $15,000",Sale (Full)
172,01/04/2024,Markwayne Mullin,INST,"$1,001 - $15,000",Sale (Full)
173,01/04/2024,Markwayne Mullin,HUBB,"$1,001 - $15,000",Sale (Full)
174,01/04/2024,Markwayne Mullin,FCFS,"$1,001 - $15,000",Sale (Full)
175,01/04/2024,Markwayne Mullin,FN,"$1,001 - $15,000",Sale (Full)
176,01/04/2024,Markwayne Mullin,EXLS,"$1,001 - $15,000",Sale (Full)
177,01/04/2024,Markwayne Mullin,CTVA,"$1,001 - $15,000",Sale (Full)
178,01/04/2024,Markwayne Mullin,CELH,"$1,001 - $15,000",Sale (Full)
179,12/11/2024,Markwayne Mullin,LLY,"$50,001 - $100,000",Purchase
180,01/04/2024,Markwayne Mullin,ZTS,"$1,001 - $15,000",Purchase
181,01/04/2024,Markwayne Mullin,SFM,"$1,001 - $15,000",Purchase
182,01/04/2024,Markwayne Mullin,OLLI,"$1,001 - $15,000",Purchase
183,01/04/2024,Markwayne Mullin,GS,"$1,001 - $15,000",Purchase
184,01/04/2024,Markwayne Mullin,FRPT,"$1,001 - $15,000",Purchase
185,01/04/2024,Markwayne Mullin,ETN,"$1,001 - $15,000",Purchase
186,01/04/2024,Markwayne Mullin,ELF,"$1,001 - $15,000",Purchase
187,01/04/2024,Markwayne Mullin,CYBR,"$1,001 - $15,000",Purchase
188,01/04/2024,Markwayne Mullin,BMI,"$1,001 - $15,000",Purchase
189,01/04/2024,Markwayne Mullin,AXON,"$1,001 - $15,000",Purchase
190,01/04/2024,Markwayne Mullin,ZTS,"$1,001 - $15,000",Purchase
191,01/04/2024,Markwayne Mullin,SFM,"$1,001 - $15,000",Purchase
192,01/04/2024,Markwayne Mullin,OLLI,"$1,001 - $15,000",Purchase
193,01/04/2024,Markwayne Mullin,GS,"$1,001 - $15,000",Purchase
194,01/04/2024,Markwayne Mullin,FRPT,"$1,001 - $15,000",Purchase
195,01/04/2024,Markwayne Mullin,ETN,"$1,001 - $15,000",Purchase
196,01/04/2024,Markwayne Mullin,ELF,"$1,001 - $15,000",Purchase
197,01/04/2024,Markwayne Mullin,CYBR,"$1,001 - $15,000",Purchase
198,01/04/2024,Markwayne Mullin,BMI,"$1,001 - $15,000",Purchase
199,01/04/2024,Markwayne Mullin,AXON,"$1,001 - $15,000",Purchase
200,01/02/2024,Markwayne Mullin,ADBE,"$15,001 - $50,000",Purchase
201,01/02/2024,Markwayne Mullin,AMD,"$15,001 - $50,000",Purchase
202,01/02/2024,Markwayne Mullin,AAPL,"$50,001 - $100,000",Purchase
203,01/02/2024,Markwayne Mullin,AMAT,"$15,001 - $50,000",Purchase
204,01/02/2024,Markwayne Mullin,META,"$15,001 - $50,000",Purchase
205,01/02/2024,Markwayne Mullin,LRCX,"$15,001 - $50,000",Purchase
206,01/02/2024,Markwayne Mullin,NVDA,"$15,001 - $50,000",Purchase
207,12/22/2023,Markwayne Mullin,SHOP,"$1,001 - $15,000",Sale (Partial)
208,12/22/2023,Markwayne Mullin,PYPL,"$1,001 - $15,000",Sale (Partial)
209,12/22/2023,Markwayne Mullin,PODD,"$1,001 - $15,000",Sale (Partial)
210,12/22/2023,Markwayne Mullin,INST,"$1,001 - $15,000",Sale (Partial)
211,12/22/2023,Markwayne Mullin,HUBB,"$1,001 - $15,000",Sale (Partial)
212,12/22/2023,Markwayne Mullin,FN,"$1,001 - $15,000",Sale (Partial)
213,12/22/2023,Markwayne Mullin,FCFS,"$1,001 - $15,000",Sale (Partial)
214,12/22/2023,Markwayne Mullin,EXLS,"$1,001 - $15,000",Sale (Partial)
215,12/22/2023,Markwayne Mullin,CTVA,"$1,001 - $15,000",Sale (Partial)
216,12/22/2023,Markwayne Mullin,CELH,"$1,001 - $15,000",Sale (Partial)
217,04/03/2024,Markwayne Mullin,ZTS,"$1,001 - $15,000",Sale (Partial)
218,11/12/2024,Markwayne Mullin,PDBC,"$15,001 - $50,000",Purchase
219,11/12/2024,Markwayne Mullin,PCLPX,"$15,001 - $50,000",Sale (Partial)
220,10/29/2024,Markwayne Mullin,PDBC,"$250,001 - $500,000",Purchase
221,07/22/2024,"William F Hagerty, IV","ETRN
EQT","$15,001 - $50,000",Exchange
222,07/31/2025,John Boozman,MDLZ,"$1,001 - $15,000",Sale (Partial)
223,07/01/2025,John Boozman,MU,"$1,001 - $15,000",Sale (Partial)
224,07/24/2025,John Boozman,JPM,"$1,001 - $15,000",Sale (Partial)
225,07/08/2025,John Boozman,HYG,"$1,001 - $15,000",Sale (Full)
226,07/31/2025,John Boozman,GD,"$1,001 - $15,000",Sale (Partial)
227,07/31/2025,John Boozman,WMT,"$1,001 - $15,000",Purchase
228,07/08/2025,John Boozman,GIGB,"$1,001 - $15,000",Purchase
229,07/31/2025,John Boozman,GE,"$1,001 - $15,000",Purchase
230,07/07/2025,Sheldon Whitehouse,NVDA,"$15,001 - $50,000",Sale (Partial)
231,07/03/2025,Sheldon Whitehouse,ADI,"$15,001 - $50,000",Sale (Full)
232,07/31/2025,Shelley M Capito,CL,"$1,001 - $15,000",Sale (Full)
233,07/31/2025,Shelley M Capito,PPG,"$1,001 - $15,000",Sale (Full)
234,07/31/2025,Shelley M Capito,GD,"$1,001 - $15,000",Sale (Partial)
235,07/30/2025,Shelley M Capito,PPG,"$1,001 - $15,000",Sale (Partial)
236,07/29/2025,Shelley M Capito,META,"$1,001 - $15,000",Purchase
237,07/29/2025,Shelley M Capito,GOOGL,"$1,001 - $15,000",Purchase
238,07/18/2025,Shelley M Capito,AVGO,"$1,001 - $15,000",Sale (Partial)
239,07/18/2025,Shelley M Capito,JPM,"$1,001 - $15,000",Sale (Partial)
240,07/18/2025,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
241,07/18/2025,Shelley M Capito,AAPL,"$1,001 - $15,000",Sale (Partial)
242,07/18/2025,Shelley M Capito,AFL,"$1,001 - $15,000",Sale (Partial)
243,07/17/2025,Shelley M Capito,CB,"$1,001 - $15,000",Sale (Partial)
244,07/01/2025,Shelley M Capito,AXP,"$15,001 - $50,000",Purchase
245,01/03/2023,Markwayne Mullin,PODD,"$1,001 - $15,000",Purchase
246,01/03/2023,Markwayne Mullin,INST,"$1,001 - $15,000",Purchase
247,01/03/2023,Markwayne Mullin,HUBB,"$1,001 - $15,000",Purchase
248,01/03/2023,Markwayne Mullin,FN,"$1,001 - $15,000",Purchase
249,01/03/2023,Markwayne Mullin,EXLS,"$1,001 - $15,000",Purchase
250,01/03/2023,Markwayne Mullin,CTVA,"$1,001 - $15,000",Purchase
251,01/03/2023,Markwayne Mullin,CELH,"$1,001 - $15,000",Purchase
252,06/30/2025,Lindsey Graham,XONE,"$15,001 - $50,000",Purchase
253,06/30/2025,Lindsey Graham,BSCV,"$15,001 - $50,000",Purchase
254,05/30/2025,John Boozman,RTX,"$1,001 - $15,000",Purchase
255,05/13/2025,John Boozman,NVDA,"$1,001 - $15,000",Purchase
256,05/30/2025,John Boozman,META,"$1,001 - $15,000",Purchase
257,05/16/2025,John Boozman,META,"$1,001 - $15,000",Purchase
258,05/20/2025,John Boozman,HD,"$1,001 - $15,000",Purchase
259,05/16/2025,John Boozman,HD,"$1,001 - $15,000",Purchase
260,05/13/2025,John Boozman,AVGO,"$1,001 - $15,000",Purchase
261,05/20/2025,John Boozman,ATO,"$1,001 - $15,000",Purchase
262,05/16/2025,John Boozman,AMZN,"$1,001 - $15,000",Purchase
263,05/20/2025,John Boozman,GOOGL,"$1,001 - $15,000",Purchase
264,06/11/2025,John Boozman,UNH,"$1,001 - $15,000",Sale (Full)
265,06/11/2025,John Boozman,MU,"$1,001 - $15,000",Sale (Partial)
266,06/11/2025,John Boozman,TBLL,"$1,001 - $15,000",Purchase
267,06/11/2025,John Boozman,AVGO,"$1,001 - $15,000",Purchase
268,06/12/2025,John W Hickenlooper,CMG,"$100,001 - $250,000",Sale (Partial)
269,06/26/2025,"A. Mitchell McConnell, Jr.",LAZR,"$15,001 - $50,000",Sale (Partial)
270,06/23/2025,Shelley M Capito,UNH,"$1,001 - $15,000",Sale (Full)
271,06/18/2025,Shelley M Capito,ADI,"$1,001 - $15,000",Sale (Partial)
272,06/18/2025,Shelley M Capito,WFC,"$1,001 - $15,000",Sale (Full)
273,06/18/2025,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
274,06/18/2025,Shelley M Capito,XOM,"$1,001 - $15,000",Sale (Partial)
275,06/18/2025,Shelley M Capito,C,"$1,001 - $15,000",Sale (Partial)
276,06/03/2025,Ron L Wyden,PFE,"$1,001 - $15,000",Sale (Full)
277,06/01/2025,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
278,05/08/2025,"Jerry Moran,",GOOG,"$1,001 - $15,000",Purchase
279,05/08/2025,"Jerry Moran,",GOOG,"$1,001 - $15,000",Purchase
280,05/08/2025,"Jerry Moran,",GOOG,"$1,001 - $15,000",Purchase
281,05/08/2025,"Jerry Moran,",GOOG,"$1,001 - $15,000",Purchase
282,05/13/2025,John Boozman,VLO,"$1,001 - $15,000",Sale (Full)
283,05/20/2025,John Boozman,NRG,"$1,001 - $15,000",Sale (Partial)
284,05/20/2025,John Boozman,LOW,"$1,001 - $15,000",Sale (Partial)
285,05/16/2025,John Boozman,TBLL,"$1,001 - $15,000",Sale (Partial)
286,05/20/2025,John Boozman,GD,"$1,001 - $15,000",Sale (Partial)
287,05/30/2025,John Boozman,FBIN,"$1,001 - $15,000",Sale (Full)
288,05/20/2025,John Boozman,DTE,"$1,001 - $15,000",Sale (Full)
289,05/30/2025,John Boozman,RTX,"$1,001 - $15,000",Purchase
290,05/13/2025,John Boozman,NVDA,"$1,001 - $15,000",Purchase
291,05/30/2025,John Boozman,META,"$1,001 - $15,000",Purchase
292,05/16/2025,John Boozman,META,"$1,001 - $15,000",Purchase
293,05/20/2025,John Boozman,HD,"$1,001 - $15,000",Purchase
294,05/16/2025,John Boozman,HD,"$1,001 - $15,000",Purchase
295,05/20/2025,John Boozman,ATO,"$1,001 - $15,000",Purchase
296,05/16/2025,John Boozman,AMZN,"$1,001 - $15,000",Purchase
297,05/20/2025,John Boozman,GOOGL,"$1,001 - $15,000",Purchase
298,05/08/2025,Shelley M Capito,GOOGL,"$1,001 - $15,000",Purchase
299,05/19/2025,John W Hickenlooper,LBRDK,"$250,001 - $500,000",Purchase
300,05/13/2025,Markwayne Mullin,ADBE,"$15,001 - $50,000",Purchase
301,05/13/2025,Markwayne Mullin,AMAT,"$15,001 - $50,000",Purchase
302,05/13/2025,Markwayne Mullin,CSX,"$15,001 - $50,000",Purchase
303,05/13/2025,Markwayne Mullin,CVX,"$50,001 - $100,000",Purchase
304,05/13/2025,Markwayne Mullin,COP,"$15,001 - $50,000",Purchase
305,05/13/2025,Markwayne Mullin,LPLA,"$15,001 - $50,000",Purchase
306,05/13/2025,Markwayne Mullin,LHX,"$15,001 - $50,000",Purchase
307,05/13/2025,Markwayne Mullin,LRCX,"$15,001 - $50,000",Purchase
308,05/13/2025,Markwayne Mullin,SPY,"$500,001 - $1,000,000",Sale (Full)
309,05/13/2025,Markwayne Mullin,TXN,"$15,001 - $50,000",Purchase
310,05/13/2025,Markwayne Mullin,TMO,"$15,001 - $50,000",Purchase
311,05/13/2025,Markwayne Mullin,VLO,"$50,001 - $100,000",Purchase
312,05/13/2025,Markwayne Mullin,ZTS,"$50,001 - $100,000",Purchase
313,05/15/2025,John Fetterman,GOOG,"$1,001 - $15,000",Purchase
314,05/06/2025,David H McCormick,IJR,"$1,001 - $15,000",Sale (Partial)
315,05/09/2025,John W Hickenlooper,LBRDK,"$250,001 - $500,000",Sale (Full)
316,05/09/2025,John W Hickenlooper,LBRDK,"$250,001 - $500,000",Purchase
317,05/09/2025,John W Hickenlooper,LBRDK,"$100,001 - $250,000",Sale (Full)
318,05/09/2025,John W Hickenlooper,LBRDK,"$100,001 - $250,000",Purchase
319,05/09/2025,John W Hickenlooper,FWONK,"$15,001 - $50,000",Sale (Partial)
320,05/09/2025,John W Hickenlooper,FWONK,"$250,001 - $500,000",Sale (Full)
321,05/09/2025,John W Hickenlooper,FWONK,"$100,001 - $250,000",Purchase
322,04/25/2025,John W Hickenlooper,SIRI,"$50,001 - $100,000",Sale (Partial)
323,04/15/2025,Thomas H Tuberville,BMY,"$1,001 - $15,000",Sale (Full)
324,04/15/2025,Thomas H Tuberville,PYPL,"$15,001 - $50,000",Sale (Full)
325,04/15/2025,Thomas H Tuberville,USIG,"$50,001 - $100,000",Purchase
326,04/15/2025,Thomas H Tuberville,JPM,"$15,001 - $50,000",Sale (Full)
327,04/15/2025,Thomas H Tuberville,GOOGL,"$15,001 - $50,000",Sale (Full)
328,04/15/2025,Thomas H Tuberville,AMGN,"$15,001 - $50,000",Sale (Full)
329,04/15/2025,Thomas H Tuberville,AAPL,"$15,001 - $50,000",Sale (Full)
330,04/15/2025,Thomas H Tuberville,ADM,"$15,001 - $50,000",Sale (Full)
331,04/15/2025,Thomas H Tuberville,CSX,"$15,001 - $50,000",Sale (Full)
332,04/15/2025,Thomas H Tuberville,STZ,"$15,001 - $50,000",Sale (Full)
333,04/15/2025,Thomas H Tuberville,DUK,"$15,001 - $50,000",Sale (Full)
334,04/15/2025,Thomas H Tuberville,GS,"$15,001 - $50,000",Sale (Full)
335,04/15/2025,Thomas H Tuberville,LLY,"$15,001 - $50,000",Sale (Full)
336,04/15/2025,Thomas H Tuberville,MA,"$15,001 - $50,000",Sale (Full)
337,04/15/2025,Thomas H Tuberville,MSFT,"$15,001 - $50,000",Sale (Full)
338,04/22/2025,John Boozman,CRM,"$1,001 - $15,000",Sale (Partial)
