,date,name,ticker,amount,type
805,01/20/2016,"David A Perdue , Jr",V,"$1,001 - $15,000",Purchase
806,01/20/2016,"David A Perdue , Jr",KHC,"$15,001 - $50,000",Purchase
807,01/20/2016,"David A Perdue , Jr",WFM,"$1,001 - $15,000",Purchase
808,01/20/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
809,01/20/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
810,01/15/2016,"David A Perdue , Jr",WLK,"$1,001 - $15,000",Purchase
811,01/15/2016,"David A Perdue , Jr",WFM,"$1,001 - $15,000",Purchase
812,01/14/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
813,01/14/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
814,01/13/2016,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
815,01/13/2016,"David A Perdue , Jr",LYV,"$1,001 - $15,000",Purchase
816,01/13/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
817,01/13/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
818,01/13/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
819,01/20/2016,Pat Roberts,GE,"$1,001 - $15,000",Purchase
820,01/28/2016,James M Inhofe,GILD,"$15,001 - $50,000",Purchase
821,01/08/2016,James M Inhofe,CLR,"$50,001 - $100,000",Purchase
822,01/08/2016,James M Inhofe,ITC,"$50,001 - $100,000",Sale (Full)
823,01/08/2016,James M Inhofe,CHK,"$15,001 - $50,000",Sale (Full)
824,01/25/2016,Shelley M Capito,COP,"$1,001 - $15,000",Sale (Full)
825,01/21/2016,Shelley M Capito,NKE,"$1,001 - $15,000",Purchase
826,01/21/2016,Shelley M Capito,CB,"$1,001 - $15,000",Purchase
827,01/28/2016,John Hoeven,MRK,"$50,001 - $100,000",Purchase
828,01/28/2016,John Hoeven,AAPL,"$50,001 - $100,000",Purchase
829,02/03/2016,John Hoeven,MCD,"$50,001 - $100,000",Purchase
830,01/29/2016,John F Reed,TBF,"$1,001 - $15,000",Sale (Full)
831,01/29/2016,John F Reed,TBF,"$1,001 - $15,000",Sale (Full)
832,02/11/2016,Patrick J Toomey,SPY,"$1,001 - $15,000",Sale (Partial)
833,01/19/2016,Patrick J Toomey,SPY160219P00180000,"$1,001 - $15,000",Sale (Full)
834,01/19/2016,Patrick J Toomey,SPY160219P00180000,"$1,001 - $15,000",Purchase
835,01/19/2016,Patrick J Toomey,SPY160219P00180000,"$1,001 - $15,000",Purchase
836,12/30/2015,Patrick J Toomey,EEM,"$1,001 - $15,000",Sale (Partial)
837,01/26/2016,Gary C Peters,WPC,"$1,001 - $15,000",Purchase
838,01/26/2016,Gary C Peters,NUE,"$1,001 - $15,000",Purchase
839,01/19/2016,"Angus S King, Jr.",CB,"$1,001 - $15,000",Exchange
840,01/28/2016,Sheldon Whitehouse,FB,"$1,001 - $15,000",Purchase
841,01/20/2016,Sheldon Whitehouse,CP,"$15,001 - $50,000",Sale (Full)
842,01/20/2016,Sheldon Whitehouse,CAT,"$15,001 - $50,000",Sale (Full)
843,02/12/2016,Sheldon Whitehouse,BAC,"$1,001 - $15,000",Purchase
844,02/12/2016,Sheldon Whitehouse,NWL,"$1,001 - $15,000",Purchase
845,02/16/2016,Sheldon Whitehouse,FB,"$1,001 - $15,000",Purchase
846,01/26/2016,Sheldon Whitehouse,TWTR,"$1,001 - $15,000",Purchase
847,02/01/2016,Sheldon Whitehouse,TWTR,"$1,001 - $15,000",Purchase
848,01/20/2016,Sheldon Whitehouse,JPM,"$1,001 - $15,000",Purchase
849,01/20/2016,Sheldon Whitehouse,CP,"$15,001 - $50,000",Sale (Full)
850,01/20/2016,Sheldon Whitehouse,IONS,"$1,001 - $15,000",Sale (Full)
851,02/09/2016,William Cassidy,COP,"$1,001 - $15,000",Sale (Full)
852,02/09/2016,William Cassidy,SLB,"$1,001 - $15,000",Purchase
853,02/11/2016,John F Reed,CELG,"$1,001 - $15,000",Purchase
854,02/11/2016,John F Reed,CELG,"$1,001 - $15,000",Purchase
855,02/29/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
856,02/26/2016,"David A Perdue , Jr",GM,"$1,001 - $15,000",Purchase
857,02/25/2016,"David A Perdue , Jr",WFC,"$15,001 - $50,000",Purchase
858,02/25/2016,"David A Perdue , Jr",MA,"$1,001 - $15,000",Purchase
859,02/25/2016,"David A Perdue , Jr",AXP,"$15,001 - $50,000",Sale (Full)
860,02/25/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
861,02/23/2016,"David A Perdue , Jr",ADT,"$1,001 - $15,000",Sale (Partial)
862,02/23/2016,"David A Perdue , Jr",WFM,"$1,001 - $15,000",Purchase
863,02/23/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
864,02/22/2016,"David A Perdue , Jr",ETP,"$15,001 - $50,000",Purchase
865,02/22/2016,"David A Perdue , Jr",ETP,"$1,001 - $15,000",Purchase
866,02/22/2016,"David A Perdue , Jr",GE,"$15,001 - $50,000",Sale (Partial)
867,02/19/2016,"David A Perdue , Jr",ADT,"$1,001 - $15,000",Sale (Partial)
868,02/19/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
869,02/19/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
870,02/18/2016,"David A Perdue , Jr",ADT,"$15,001 - $50,000",Sale (Partial)
871,02/17/2016,"David A Perdue , Jr",EPD,"$15,001 - $50,000",Purchase
872,02/17/2016,"David A Perdue , Jr",SYY,"$1,001 - $15,000",Sale (Partial)
873,02/17/2016,"David A Perdue , Jr",ADT,"$1,001 - $15,000",Sale (Partial)
874,02/17/2016,"David A Perdue , Jr",MOS,"$1,001 - $15,000",Purchase
875,02/17/2016,"David A Perdue , Jr",LYV,"$1,001 - $15,000",Purchase
876,02/17/2016,"David A Perdue , Jr",ADT,"$1,001 - $15,000",Sale (Partial)
877,02/17/2016,"David A Perdue , Jr",LYV,"$1,001 - $15,000",Purchase
878,02/16/2016,"David A Perdue , Jr",CHRW,"$1,001 - $15,000",Sale (Partial)
879,02/16/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
880,02/16/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
881,02/16/2016,"David A Perdue , Jr",ADT,"$15,001 - $50,000",Sale (Partial)
882,02/12/2016,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
883,02/12/2016,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
884,02/12/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
885,02/12/2016,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
886,02/12/2016,"David A Perdue , Jr",GE,"$1,001 - $15,000",Sale (Partial)
887,02/11/2016,"David A Perdue , Jr",WFM,"$1,001 - $15,000",Purchase
888,02/11/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
889,02/11/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
890,02/11/2016,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
891,02/11/2016,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
892,02/10/2016,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
893,02/10/2016,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
894,02/10/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
895,02/09/2016,"David A Perdue , Jr",LYV,"$1,001 - $15,000",Purchase
896,02/09/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
897,02/09/2016,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
898,02/08/2016,"David A Perdue , Jr",WMB,"$1,001 - $15,000",Sale (Full)
899,02/08/2016,"David A Perdue , Jr",WMB,"$1,001 - $15,000",Sale (Partial)
900,02/08/2016,"David A Perdue , Jr",ETE,"$1,001 - $15,000",Sale (Partial)
901,02/05/2016,"David A Perdue , Jr",ORCL,"$1,001 - $15,000",Purchase
902,02/05/2016,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Purchase
903,02/05/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
904,02/05/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
905,02/04/2016,"David A Perdue , Jr",PKI,"$1,001 - $15,000",Sale (Partial)
906,02/04/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
907,02/03/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
908,02/03/2016,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
909,02/03/2016,"David A Perdue , Jr",HYH,"$1,001 - $15,000",Purchase
910,02/02/2016,"David A Perdue , Jr",ADT,"$1,001 - $15,000",Purchase
911,02/02/2016,"David A Perdue , Jr",ADT,"$1,001 - $15,000",Purchase
912,02/02/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
913,02/01/2016,"David A Perdue , Jr",EPD,"$1,001 - $15,000",Purchase
914,02/01/2016,"David A Perdue , Jr",PKI,"$1,001 - $15,000",Sale (Partial)
915,02/01/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
916,02/01/2016,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
917,02/09/2016,John Hoeven,ADP,"$50,001 - $100,000",Purchase
918,02/16/2016,Thomas R Carper,ADT.F,"$1,001 - $15,000",Sale (Full)
919,02/16/2016,Thomas R Carper,ADT,"$1,001 - $15,000",Sale (Full)
920,02/09/2016,Susan M Collins,EMC,"$1,001 - $15,000",Sale (Full)
921,02/29/2016,John F Reed,FDX,"$1,001 - $15,000",Purchase
922,02/29/2016,John F Reed,FDX,"$1,001 - $15,000",Purchase
923,02/10/2016,Michael B Enzi,KEY,"$1,001 - $15,000",Sale (Full)
924,03/03/2016,John F Reed,NCR,"$1,001 - $15,000",Sale (Full)
925,03/11/2016,James M Inhofe,CTSH,"$50,001 - $100,000",Purchase
926,03/04/2016,James M Inhofe,SWN,"$50,001 - $100,000",Sale (Full)
927,02/24/2016,James M Inhofe,SYF,"$50,001 - $100,000",Purchase
928,03/07/2016,John Hoeven,IVZ,"$50,001 - $100,000",Purchase
929,03/07/2016,John Hoeven,PRU,"$50,001 - $100,000",Purchase
930,03/07/2016,John Hoeven,FB,"$50,001 - $100,000",Purchase
931,03/07/2016,John Hoeven,GOOG,"$15,001 - $50,000",Purchase
932,02/25/2016,Rafael E Cruz,GS,"$50,001 - $100,000",Sale (Partial)
933,02/25/2016,Rafael E Cruz,OKE,"$15,001 - $50,000",Sale (Partial)
934,03/28/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
935,03/22/2016,"David A Perdue , Jr",QCOM,"$1,001 - $15,000",Purchase
936,03/22/2016,"David A Perdue , Jr",HAL,"$15,001 - $50,000",Sale (Full)
937,03/22/2016,"David A Perdue , Jr",MA,"$1,001 - $15,000",Purchase
938,03/21/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
939,03/18/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
940,03/15/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
941,03/14/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
942,03/11/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
943,03/10/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
944,03/08/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
945,03/07/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
946,03/07/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
947,03/04/2016,"David A Perdue , Jr",BAC,"$15,001 - $50,000",Purchase
948,03/03/2016,"David A Perdue , Jr",CAB,"$1,001 - $15,000",Sale (Partial)
949,03/02/2016,"David A Perdue , Jr",USG,"$1,001 - $15,000",Purchase
950,03/02/2016,"David A Perdue , Jr",USG,"$1,001 - $15,000",Purchase
951,03/01/2016,"David A Perdue , Jr",CAB,"$1,001 - $15,000",Sale (Partial)
952,03/22/2016,Shelley M Capito,AAPL,"$1,001 - $15,000",Purchase
953,03/31/2016,Thomas R Carper,SE,"$1,001 - $15,000",Purchase
954,03/09/2016,Susan M Collins,SRCL,"$15,001 - $50,000",Purchase
955,03/09/2016,Susan M Collins,RHT,"$15,001 - $50,000",Purchase
956,04/21/2016,James M Inhofe,SYF,"$15,001 - $50,000",Purchase
957,04/13/2016,James M Inhofe,C,"$50,001 - $100,000",Purchase
958,03/24/2016,James M Inhofe,RRC,"$50,001 - $100,000",Sale (Full)
959,03/24/2016,James M Inhofe,NFX,"$50,001 - $100,000",Purchase
960,04/28/2016,Pat Roberts,FB,"$1,001 - $15,000",Purchase
961,04/20/2016,Pat Roberts,ZNGA,"$1,001 - $15,000",Sale (Partial)
962,06/16/2015,Pat Roberts,GM,"$1,001 - $15,000",Sale (Full)
963,04/27/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
964,04/26/2016,"David A Perdue , Jr",AAPL,"$1,001 - $15,000",Purchase
965,04/22/2016,"David A Perdue , Jr",MPLX,"$1,001 - $15,000",Purchase
966,04/22/2016,"David A Perdue , Jr",LYV,"$1,001 - $15,000",Purchase
967,04/21/2016,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Purchase
968,04/21/2016,"David A Perdue , Jr",DPM,"$1,001 - $15,000",Purchase
969,04/21/2016,"David A Perdue , Jr",DPM,"$1,001 - $15,000",Purchase
970,04/20/2016,"David A Perdue , Jr",TRGP,"$1,001 - $15,000",Purchase
971,04/20/2016,"David A Perdue , Jr",TRGP,"$1,001 - $15,000",Purchase
972,04/18/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
973,04/15/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
974,04/14/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
975,04/14/2016,"David A Perdue , Jr",GM,"$1,001 - $15,000",Purchase
976,04/14/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
977,04/12/2016,"David A Perdue , Jr",EPD,"$15,001 - $50,000",Sale (Partial)
978,04/11/2016,"David A Perdue , Jr",AM,"$1,001 - $15,000",Purchase
979,04/11/2016,"David A Perdue , Jr",KO,"$15,001 - $50,000",Sale (Partial)
980,04/11/2016,"David A Perdue , Jr",ADT,"$15,001 - $50,000",Sale (Full)
981,04/07/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
982,04/07/2016,"David A Perdue , Jr",ADT,"$1,001 - $15,000",Sale (Partial)
983,04/05/2016,"David A Perdue , Jr",ADT,"$15,001 - $50,000",Sale (Partial)
984,04/04/2016,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Full)
985,03/31/2016,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
986,03/30/2016,"David A Perdue , Jr",MMP,"$15,001 - $50,000",Sale (Partial)
987,03/30/2016,"David A Perdue , Jr",BAC,"$1,001 - $15,000",Purchase
988,03/31/2016,William Cassidy,TM,"$15,001 - $50,000",Sale (Full)
989,03/31/2016,William Cassidy,RDS-B,"$1,001 - $15,000",Sale (Full)
990,03/31/2016,William Cassidy,SLB,"$1,001 - $15,000",Sale (Partial)
991,03/31/2016,William Cassidy,OXY,"$1,001 - $15,000",Sale (Full)
992,03/31/2016,William Cassidy,F,"$1,001 - $15,000",Sale (Full)
993,03/31/2016,William Cassidy,XOM,"$1,001 - $15,000",Sale (Partial)
994,03/31/2016,William Cassidy,CMI,"$15,001 - $50,000",Sale (Full)
995,03/31/2016,William Cassidy,CVX,"$1,001 - $15,000",Sale (Partial)
996,03/31/2016,William Cassidy,CTL,"$1,001 - $15,000",Sale (Full)
997,03/31/2016,William Cassidy,CAT,"$1,001 - $15,000",Sale (Full)
998,03/31/2016,William Cassidy,AMT,"$1,001 - $15,000",Sale (Partial)
999,03/31/2016,William Cassidy,T,"$1,001 - $15,000",Sale (Partial)
1000,03/29/2016,William Cassidy,YACKX,"$1,001 - $15,000",Sale (Full)
1001,03/31/2016,William Cassidy,WMT,"$1,001 - $15,000",Purchase
1002,03/31/2016,William Cassidy,VFC,"$1,001 - $15,000",Purchase
1003,03/31/2016,William Cassidy,UTX,"$1,001 - $15,000",Purchase
1004,03/31/2016,William Cassidy,SO,"$1,001 - $15,000",Purchase
1005,03/31/2016,William Cassidy,QCOM,"$1,001 - $15,000",Purchase
1006,03/31/2016,William Cassidy,PG,"$1,001 - $15,000",Purchase
1007,03/31/2016,William Cassidy,PX,"$1,001 - $15,000",Purchase
1008,03/31/2016,William Cassidy,NVS,"$1,001 - $15,000",Purchase
1009,03/31/2016,William Cassidy,NSC,"$1,001 - $15,000",Purchase
1010,03/31/2016,William Cassidy,LOW,"$1,001 - $15,000",Purchase
1011,03/31/2016,William Cassidy,MSFT,"$1,001 - $15,000",Purchase
1012,03/31/2016,William Cassidy,JNJ,"$1,001 - $15,000",Purchase
1013,03/31/2016,William Cassidy,EMR,"$1,001 - $15,000",Purchase
1014,03/31/2016,William Cassidy,EV,"$1,001 - $15,000",Purchase
1015,03/31/2016,William Cassidy,DIS,"$1,001 - $15,000",Purchase
1016,03/31/2016,William Cassidy,CSCO,"$1,001 - $15,000",Purchase
1017,03/31/2016,William Cassidy,BLK,"$1,001 - $15,000",Purchase
1018,03/31/2016,William Cassidy,ABT,"$1,001 - $15,000",Purchase
1019,03/31/2016,William Cassidy,AFL,"$1,001 - $15,000",Purchase
1020,02/09/2016,Susan M Collins,EMC,"$1,001 - $15,000",Sale (Full)
1021,02/20/2015,Susan M Collins,KMB,"$1,001 - $15,000",Sale (Full)
1022,02/20/2015,Susan M Collins,KMB,"$1,001 - $15,000",Sale (Full)
1023,02/20/2015,Susan M Collins,HAL,"$1,001 - $15,000",Sale (Full)
1024,02/20/2015,Susan M Collins,HAL,"$1,001 - $15,000",Sale (Full)
1025,02/20/2015,Susan M Collins,HAL,"$1,001 - $15,000",Sale (Full)
1026,02/20/2015,Susan M Collins,HAL,"$1,001 - $15,000",Sale (Full)
1027,02/20/2015,Susan M Collins,AXP,"$1,001 - $15,000",Sale (Full)
1028,02/20/2015,Susan M Collins,AXP,"$1,001 - $15,000",Sale (Full)
1029,02/20/2015,Susan M Collins,AXP,"$1,001 - $15,000",Sale (Full)
1030,02/20/2015,Susan M Collins,AXP,"$1,001 - $15,000",Sale (Full)
1031,02/20/2015,Susan M Collins,AXP,"$1,001 - $15,000",Sale (Full)
1032,03/20/2015,Susan M Collins,HSY,"$15,001 - $50,000",Purchase
1033,02/20/2015,Susan M Collins,AYI,"$15,001 - $50,000",Purchase
1034,02/20/2015,Susan M Collins,MMM,"$15,001 - $50,000",Purchase
1035,04/11/2016,Susan M Collins,DD,"$1,001 - $15,000",Sale (Full)
1036,04/11/2016,Susan M Collins,PX,"$1,001 - $15,000",Purchase
1037,04/19/2016,Shelley M Capito,VFC,"$1,001 - $15,000",Purchase
1038,04/19/2016,Shelley M Capito,UTX,"$1,001 - $15,000",Purchase
1039,04/19/2016,Shelley M Capito,MMM,"$1,001 - $15,000",Purchase
1040,04/19/2016,Shelley M Capito,PAYX,"$1,001 - $15,000",Purchase
1041,04/19/2016,Shelley M Capito,NEE,"$1,001 - $15,000",Purchase
1042,04/19/2016,Shelley M Capito,MSFT,"$1,001 - $15,000",Purchase
1043,04/19/2016,Shelley M Capito,MDT,"$1,001 - $15,000",Purchase
1044,04/19/2016,Shelley M Capito,LOW,"$1,001 - $15,000",Purchase
1045,04/19/2016,Shelley M Capito,JNJ,"$1,001 - $15,000",Purchase
1046,04/19/2016,Shelley M Capito,SJM,"$1,001 - $15,000",Purchase
1047,04/19/2016,Shelley M Capito,ITW,"$1,001 - $15,000",Purchase
1048,04/19/2016,Shelley M Capito,GD,"$1,001 - $15,000",Purchase
1049,04/19/2016,Shelley M Capito,CLX,"$1,001 - $15,000",Purchase
1050,04/19/2016,Shelley M Capito,CB,"$1,001 - $15,000",Purchase
1051,04/19/2016,Shelley M Capito,BDX,"$1,001 - $15,000",Purchase
1052,04/19/2016,Shelley M Capito,ABT,"$1,001 - $15,000",Purchase
1053,04/28/2016,Maria Cantwell,RNWK,"$1,001 - $15,000",Sale (Partial)
1054,04/28/2016,John Hoeven,IRET,"$100,001 - $250,000",Sale (Full)
1055,04/27/2016,John Hoeven,IRET,"$50,001 - $100,000",Sale (Partial)
1056,04/22/2016,John Hoeven,VLO,"$100,001 - $250,000",Purchase
1057,04/22/2016,John Hoeven,MCD,"$50,001 - $100,000",Purchase
1058,03/18/2015,John Hoeven,PRPFX,"$15,001 - $50,000",Sale (Full)
1059,03/20/2015,John Hoeven,MDU,"$100,001 - $250,000",Purchase
1060,04/17/2016,Rafael E Cruz,OKE,"$15,001 - $50,000",Sale (Partial)
1061,04/26/2016,Sheldon Whitehouse,NWL,"$1,001 - $15,000",Purchase
1062,04/12/2016,Sheldon Whitehouse,AMZN,"$15,001 - $50,000",Purchase
1063,04/12/2016,Sheldon Whitehouse,GOOGL,"$1,001 - $15,000",Purchase
1064,04/12/2016,Sheldon Whitehouse,AMGN,"$1,001 - $15,000",Purchase
1065,04/12/2016,Sheldon Whitehouse,TJX,"$1,001 - $15,000",Purchase
1066,05/04/2016,Sheldon Whitehouse,GE,"$1,001 - $15,000",Purchase
1067,04/19/2016,Sheldon Whitehouse,AMZN,"$1,001 - $15,000",Sale (Partial)
1068,04/19/2016,Sheldon Whitehouse,NVDA,"$1,001 - $15,000",Purchase
1069,04/19/2016,Sheldon Whitehouse,VMW,"$1,001 - $15,000",Sale (Full)
1070,04/19/2016,Sheldon Whitehouse,WBA,"$1,001 - $15,000",Purchase
1071,04/19/2016,Sheldon Whitehouse,DIS,"$1,001 - $15,000",Purchase
1072,04/26/2016,Sheldon Whitehouse,AAPL,"$15,001 - $50,000",Sale (Partial)
1073,05/04/2016,Sheldon Whitehouse,XER.BE,"$1,001 - $15,000",Purchase
1074,04/12/2016,Sheldon Whitehouse,STT,"$15,001 - $50,000",Sale (Full)
1075,04/12/2016,Sheldon Whitehouse,UA,"$1,001 - $15,000",Sale (Partial)
1076,04/26/2016,Sheldon Whitehouse,NVDA,"$1,001 - $15,000",Purchase
1077,04/26/2016,Sheldon Whitehouse,AAPL,"$15,001 - $50,000",Sale (Partial)
1078,04/26/2016,Sheldon Whitehouse,LRCX,"$1,001 - $15,000",Purchase
1079,05/20/2016,"David A Perdue , Jr",WFM,"$1,001 - $15,000",Purchase
1080,05/18/2016,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
1081,05/16/2016,"David A Perdue , Jr",NKE,"$1,001 - $15,000",Purchase
1082,05/16/2016,"David A Perdue , Jr",SBUX,"$1,001 - $15,000",Purchase
1083,05/11/2016,"David A Perdue , Jr",SYY.SG,"$1,001 - $15,000",Sale (Partial)
1084,05/06/2016,"David A Perdue , Jr",MYL,"$15,001 - $50,000",Purchase
1085,05/06/2016,"David A Perdue , Jr",MYL,"$15,001 - $50,000",Purchase
1086,05/05/2016,"David A Perdue , Jr",WBA,"$1,001 - $15,000",Purchase
1087,05/05/2016,"David A Perdue , Jr",SBUX,"$1,001 - $15,000",Purchase
1088,05/05/2016,"David A Perdue , Jr",FE,"$1,001 - $15,000",Purchase
1089,05/05/2016,"David A Perdue , Jr",COST,"$1,001 - $15,000",Purchase
1090,05/05/2016,"David A Perdue , Jr",HON,"$15,001 - $50,000",Purchase
1091,05/02/2016,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
1092,05/23/2016,James M Inhofe,PRGO,"$50,001 - $100,000",Purchase
1093,05/25/2016,James M Inhofe,BABA,"$50,001 - $100,000",Sale (Full)
1094,05/17/2016,James M Inhofe,PG,"$50,001 - $100,000",Sale (Partial)
1095,05/12/2016,James M Inhofe,CLR,"$50,001 - $100,000",Sale (Partial)
1096,05/02/2016,Patrick J Toomey,MTUM,"$15,001 - $50,000",Sale (Partial)
1097,05/02/2016,Patrick J Toomey,SHY,"$15,001 - $50,000",Sale (Partial)
1098,06/09/2016,Patrick J Toomey,PG,"$15,001 - $50,000",Sale (Partial)
1099,11/20/2015,Sheldon Whitehouse,UA,"$1,001 - $15,000",Purchase
1100,11/20/2015,Sheldon Whitehouse,WMT,"$1,001 - $15,000",Purchase
1101,11/23/2015,Sheldon Whitehouse,CERN,"$1,001 - $15,000",Purchase
1102,05/17/2016,Sheldon Whitehouse,VFC,"$15,001 - $50,000",Sale (Full)
1103,05/18/2016,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Purchase
1104,05/18/2016,Sheldon Whitehouse,NFLX,"$1,001 - $15,000",Purchase
1105,05/24/2016,Sheldon Whitehouse,CMCSA,"$1,001 - $15,000",Purchase
1106,05/24/2016,Sheldon Whitehouse,FB,"$1,001 - $15,000",Purchase
1107,05/24/2016,Sheldon Whitehouse,AMGN,"$15,001 - $50,000",Purchase
1108,06/07/2016,Sheldon Whitehouse,PSA,"$15,001 - $50,000",Purchase
1109,06/07/2016,Sheldon Whitehouse,ACN,"$15,001 - $50,000",Sale (Full)
1110,06/07/2016,Sheldon Whitehouse,IBM,"$15,001 - $50,000",Purchase
1111,05/18/2016,Sheldon Whitehouse,NVDA,"$1,001 - $15,000",Purchase
1112,06/07/2016,Sheldon Whitehouse,SBUX,"$1,001 - $15,000",Purchase
1113,05/17/2016,Sheldon Whitehouse,VFC,"$15,001 - $50,000",Sale (Full)
1114,05/18/2016,Sheldon Whitehouse,NWL,"$1,001 - $15,000",Purchase
1115,05/18/2016,Sheldon Whitehouse,DEO,"$1,001 - $15,000",Purchase
1116,05/18/2016,Sheldon Whitehouse,CERN,"$1,001 - $15,000",Sale (Full)
1117,05/24/2016,Sheldon Whitehouse,REGN,"$1,001 - $15,000",Purchase
1118,05/24/2016,Sheldon Whitehouse,CMCSA,"$1,001 - $15,000",Purchase
1119,05/24/2016,Sheldon Whitehouse,FB,"$1,001 - $15,000",Purchase
1120,05/24/2016,Sheldon Whitehouse,TWTR,"$1,001 - $15,000",Purchase
1121,06/07/2016,Sheldon Whitehouse,IBM,"$1,001 - $15,000",Purchase
1122,05/24/2016,Gary C Peters,CPGX,"$1,001 - $15,000",Sale (Full)
1123,05/24/2016,Gary C Peters,IVZ,"$1,001 - $15,000",Purchase
1124,06/24/2016,Thomas R Carper,AEE,"$1,001 - $15,000",Sale (Full)
1125,06/07/2016,Thomas R Carper,WTR,"$1,001 - $15,000",Sale (Full)
1126,06/29/2016,Pat Roberts,HD,"$1,001 - $15,000",Purchase
1127,06/29/2016,Pat Roberts,FB,"$1,001 - $15,000",Purchase
1128,06/10/2016,Pat Roberts,FB,"$1,001 - $15,000",Purchase
1129,06/10/2016,Pat Roberts,HDS,"$1,001 - $15,000",Purchase
1130,06/10/2016,Pat Roberts,NFLX,"$1,001 - $15,000",Purchase
1131,06/01/2016,Susan M Collins,BIN,"$15,001 - $50,000",Exchange
1132,06/01/2016,Susan M Collins,WCN,"$15,001 - $50,000",Exchange
1133,06/28/2016,James M Inhofe,NFX,"$1,001 - $15,000",Sale (Partial)
1134,06/28/2016,James M Inhofe,CLR,"$15,001 - $50,000",Sale (Partial)
1135,07/08/2016,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
1136,07/07/2016,"David A Perdue , Jr",AXLL,"$1,001 - $15,000",Sale (Partial)
