,date,name,ticker,amount,type
0,03/18/2015,John Hoeven,PRPFX,"$15,001 - $50,000",Sale (Partial)
1,03/20/2015,John Hoeven,MDU,"$100,001 - $250,000",Purchase
2,03/26/2015,Patrick J Toomey,PFS,"$15,001 - $50,000",Sale (Partial)
3,03/25/2015,Patrick J Toomey,PFS,"$15,001 - $50,000",Sale (Partial)
4,03/19/2015,Patrick J Toomey,CVX,"$15,001 - $50,000",Sale (Partial)
5,10/30/2014,Patrick J Toomey,PFS,"$50,001 - $100,000",Sale (Full)
6,10/01/2014,Patrick J Toomey,VIXY,"$15,001 - $50,000",Sale (Full)
7,09/04/2014,Patrick J Toomey,IJH,"$1,001 - $15,000",Sale (Partial)
8,09/04/2014,Patrick J Toomey,RSP,"$1,001 - $15,000",Purchase
9,09/02/2014,Patrick J Toomey,IDV,"$15,001 - $50,000",Sale (Partial)
10,09/02/2014,Patrick J Toomey,IXP,"$15,001 - $50,000",Purchase
11,09/02/2014,Patrick J Toomey,SDY,"$15,001 - $50,000",Purchase
12,09/02/2014,Patrick J Toomey,AMLP,"$1,001 - $15,000",Purchase
13,09/02/2014,Patrick J Toomey,DWX,"$15,001 - $50,000",Sale (Partial)
14,09/02/2014,Patrick J Toomey,ILF,"$1,001 - $15,000",Purchase
15,09/02/2014,Patrick J Toomey,EPP,"$1,001 - $15,000",Sale (Partial)
16,08/07/2014,Patrick J Toomey,LGP,"$15,001 - $50,000",Sale (Full)
17,06/24/2014,Patrick J Toomey,AMLP,"$15,001 - $50,000",Purchase
18,06/12/2014,Patrick J Toomey,DBP,"$15,001 - $50,000",Purchase
19,06/12/2014,Patrick J Toomey,VIXY,"$15,001 - $50,000",Purchase
20,06/12/2014,Patrick J Toomey,PFS,"$250,001 - $500,000",Exchange
21,06/11/2014,Patrick J Toomey,LGP,"$15,001 - $50,000",Purchase
22,06/05/2014,Patrick J Toomey,GLD,"$1,001 - $15,000",Sale (Partial)
23,06/05/2014,Patrick J Toomey,PPL,"$15,001 - $50,000",Sale (Partial)
24,03/25/2015,Pat Roberts,AAPL,"$1,001 - $15,000",Purchase
25,04/07/2015,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Purchase
26,04/07/2015,Sheldon Whitehouse,BIIB,"$1,001 - $15,000",Purchase
27,04/07/2015,Sheldon Whitehouse,NFLX,"$1,001 - $15,000",Purchase
28,04/06/2015,Sheldon Whitehouse,SSYS,"$1,001 - $15,000",Sale (Full)
29,04/07/2015,Sheldon Whitehouse,GILD,"$1,001 - $15,000",Purchase
30,04/06/2015,Sheldon Whitehouse,ACN,"$15,001 - $50,000",Sale (Full)
31,04/07/2015,Sheldon Whitehouse,BABA,"$15,001 - $50,000",Sale (Full)
32,04/07/2015,Sheldon Whitehouse,HD,"$15,001 - $50,000",Sale (Partial)
33,04/13/2015,Sheldon Whitehouse,UA,"$1,001 - $15,000",Purchase
34,04/22/2015,Thomas R Carper,AAPL,"$1,001 - $15,000",Purchase
35,04/14/2015,Gary C Peters,KRFT,"$1,001 - $15,000",Sale (Full)
36,04/14/2015,Gary C Peters,DTE,"$1,001 - $15,000",Purchase
37,04/14/2015,Gary C Peters,QCOM,"$1,001 - $15,000",Purchase
38,04/14/2015,Gary C Peters,EMR,"$1,001 - $15,000",Purchase
39,04/23/2015,John F Reed,MSFT,"$1,001 - $15,000",Purchase
40,04/23/2015,John F Reed,FEYE,"$1,001 - $15,000",Purchase
41,04/23/2015,John F Reed,ESRX,"$1,001 - $15,000",Purchase
42,04/23/2015,John F Reed,SLB,"$1,001 - $15,000",Sale (Partial)
43,04/23/2015,John F Reed,EMC,"$1,001 - $15,000",Sale (Partial)
44,05/28/2015,Pat Roberts,AAPL,"$1,001 - $15,000",Purchase
45,04/24/2015,Pat Roberts,CVX,"$1,001 - $15,000",Purchase
46,04/22/2015,Pat Roberts,NFLX,"$15,001 - $50,000",Sale (Full)
47,04/14/2015,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
48,04/24/2015,Pat Roberts,BA,"$1,001 - $15,000",Purchase
49,04/24/2015,Pat Roberts,COST,"$1,001 - $15,000",Purchase
50,01/15/2014,Susan M Collins,CVX,"$1,001 - $15,000",Sale (Partial)
51,01/07/2014,Susan M Collins,VZ,"$1,001 - $15,000",Sale (Full)
52,01/29/2014,Susan M Collins,MSFT,"$1,001 - $15,000",Purchase
53,01/29/2014,Susan M Collins,C,"$1,001 - $15,000",Sale (Partial)
54,01/29/2014,Susan M Collins,C,"$1,001 - $15,000",Sale (Partial)
55,01/28/2014,Susan M Collins,EBAY,"$1,001 - $15,000",Sale (Partial)
56,01/24/2014,Susan M Collins,FB,"$1,001 - $15,000",Purchase
57,01/24/2014,Susan M Collins,CRM,"$1,001 - $15,000",Purchase
58,01/24/2014,Susan M Collins,GE,"$1,001 - $15,000",Sale (Partial)
59,03/10/2014,Susan M Collins,XTXI,"$1,001 - $15,000",Sale (Full)
60,03/12/2014,Susan M Collins,NWL,"$1,001 - $15,000",Sale (Partial)
61,03/11/2014,Susan M Collins,ACE,"$1,001 - $15,000",Sale (Partial)
62,03/11/2014,Susan M Collins,VRX,"$1,001 - $15,000",Purchase
63,03/07/2014,Susan M Collins,FB,"$1,001 - $15,000",Purchase
64,03/07/2014,Susan M Collins,SLB,"$1,001 - $15,000",Purchase
65,03/07/2014,Susan M Collins,GE,"$1,001 - $15,000",Sale (Partial)
66,03/04/2014,Susan M Collins,RHT,"$1,001 - $15,000",Purchase
67,06/19/2014,Susan M Collins,LMGEX,"$15,001 - $50,000",Sale (Full)
68,06/19/2014,Susan M Collins,WY,"$1,001 - $15,000",Sale (Full)
69,06/19/2014,Susan M Collins,WCN,"$1,001 - $15,000",Purchase
70,06/19/2014,Susan M Collins,WMT,"$1,001 - $15,000",Sale (Full)
71,06/19/2014,Susan M Collins,UPS,"$1,001 - $15,000",Sale (Full)
72,06/19/2014,Susan M Collins,TCAP,"$1,001 - $15,000",Sale (Full)
73,06/19/2014,Susan M Collins,SRCL,"$1,001 - $15,000",Purchase
74,06/19/2014,Susan M Collins,SBGI,"$1,001 - $15,000",Sale (Full)
75,06/19/2014,Susan M Collins,ROP,"$1,001 - $15,000",Purchase
76,06/19/2014,Susan M Collins,ROC,"$1,001 - $15,000",Sale (Full)
77,06/19/2014,Susan M Collins,PG,"$1,001 - $15,000",Sale (Full)
78,06/19/2014,Susan M Collins,PX,"$1,001 - $15,000",Purchase
79,06/19/2014,Susan M Collins,PNM,"$1,001 - $15,000",Sale (Full)
80,06/19/2014,Susan M Collins,PRGO,"$1,001 - $15,000",Purchase
81,06/19/2014,Susan M Collins,PRE,"$1,001 - $15,000",Sale (Full)
82,06/19/2014,Susan M Collins,OXY,"$1,001 - $15,000",Sale (Full)
83,06/19/2014,Susan M Collins,MCHP,"$1,001 - $15,000",Purchase
84,06/19/2014,Susan M Collins,MPW,"$1,001 - $15,000",Sale (Full)
85,06/19/2014,Susan M Collins,LVS,"$1,001 - $15,000",Sale (Full)
86,06/19/2014,Susan M Collins,HFC,"$1,001 - $15,000",Sale (Full)
87,06/19/2014,Susan M Collins,GOOGL,"$1,001 - $15,000",Purchase
88,06/19/2014,Susan M Collins,GS,"$1,001 - $15,000",Sale (Full)
89,06/19/2014,Susan M Collins,AJG,"$1,001 - $15,000",Sale (Full)
90,06/19/2014,Susan M Collins,FNF,"$1,001 - $15,000",Sale (Full)
91,06/19/2014,Susan M Collins,CR,"$1,001 - $15,000",Sale (Full)
92,06/19/2014,Susan M Collins,C,"$1,001 - $15,000",Sale (Full)
93,06/19/2014,Susan M Collins,CMO,"$1,001 - $15,000",Sale (Full)
94,06/19/2014,Susan M Collins,BMY,"$1,001 - $15,000",Sale (Full)
95,06/19/2014,Susan M Collins,AIT,"$1,001 - $15,000",Sale (Full)
96,06/19/2014,Susan M Collins,AGCO,"$1,001 - $15,000",Sale (Full)
97,03/13/2015,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
98,12/15/2014,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
99,09/15/2014,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
100,06/13/2014,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
101,03/14/2014,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
102,12/16/2013,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
103,09/13/2013,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
104,06/13/2013,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
105,03/15/2013,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
106,12/17/2012,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
107,09/13/2012,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
108,05/04/2015,John F Reed,TBF,"$1,001 - $15,000",Purchase
109,05/04/2015,John F Reed,TBF,"$1,001 - $15,000",Purchase
110,05/07/2015,Patrick J Toomey,IBKC,"$15,001 - $50,000",Sale (Partial)
111,05/06/2015,Patrick J Toomey,IBKC,"$15,001 - $50,000",Sale (Partial)
112,04/27/2015,Patrick J Toomey,PG,"$15,001 - $50,000",Purchase
113,05/11/2015,Gary C Peters,UTX,"$1,001 - $15,000",Purchase
114,05/11/2015,Gary C Peters,SLY,"$1,001 - $15,000",Purchase
115,05/13/2015,John F Reed,VRTX,"$1,001 - $15,000",Sale (Partial)
116,05/21/2015,James M Inhofe,ALTR,"$15,001 - $50,000",Sale (Partial)
117,04/29/2015,James M Inhofe,PG,"$15,001 - $50,000",Purchase
118,04/29/2015,James M Inhofe,AMZN,"$15,001 - $50,000",Sale (Partial)
119,04/21/2015,James M Inhofe,EMR,"$50,001 - $100,000",Purchase
120,04/21/2015,James M Inhofe,WFC,"$15,001 - $50,000",Sale (Partial)
121,04/14/2015,James M Inhofe,ETN,"$15,001 - $50,000",Sale (Full)
122,04/14/2015,James M Inhofe,MCD,"$50,001 - $100,000",Sale (Full)
123,05/14/2015,Thomas R Carper,AAPL,"$1,001 - $15,000",Purchase
124,05/27/2015,Sheldon Whitehouse,KORS,"$1,001 - $15,000",Sale (Full)
125,05/27/2015,Sheldon Whitehouse,AMGN,"$1,001 - $15,000",Purchase
126,05/27/2015,Sheldon Whitehouse,BAC,"$15,001 - $50,000",Purchase
127,05/18/2015,Sheldon Whitehouse,CY,"$15,001 - $50,000",Sale (Full)
128,05/18/2015,Sheldon Whitehouse,RTN,"$1,001 - $15,000",Sale (Full)
129,05/07/2015,Sheldon Whitehouse,PCAR,"$1,001 - $15,000",Sale (Full)
130,05/07/2015,Sheldon Whitehouse,PRU,"$1,001 - $15,000",Sale (Full)
131,05/27/2015,Sheldon Whitehouse,FEYE,"$1,001 - $15,000",Purchase
132,05/27/2015,Sheldon Whitehouse,MRK,"$1,001 - $15,000",Purchase
133,05/27/2015,Sheldon Whitehouse,TU,"$15,001 - $50,000",Sale (Full)
134,05/07/2015,Sheldon Whitehouse,NFLX,"$15,001 - $50,000",Purchase
135,05/07/2015,Sheldon Whitehouse,BIIB,"$15,001 - $50,000",Purchase
136,05/26/2015,John F Reed,XRT,"$1,001 - $15,000",Sale (Full)
137,02/23/2015,"David A Perdue , Jr",BA,"$15,001 - $50,000",Sale (Full)
138,02/24/2015,"David A Perdue , Jr",SMEZ,"$15,001 - $50,000",Sale (Partial)
139,03/11/2015,"David A Perdue , Jr",CAT,"$15,001 - $50,000",Sale (Full)
140,03/25/2015,"David A Perdue , Jr",SPY,"$15,001 - $50,000",Sale (Full)
141,05/20/2015,"David A Perdue , Jr",RF,"$15,001 - $50,000",Purchase
142,05/20/2015,"David A Perdue , Jr",CL,"$15,001 - $50,000",Sale (Full)
143,01/15/2015,"David A Perdue , Jr",CLX,"$1,001 - $15,000",Sale (Partial)
144,01/22/2015,"David A Perdue , Jr",BCR,"$1,001 - $15,000",Sale (Partial)
145,04/02/2015,"David A Perdue , Jr",SYY,"$1,001 - $15,000",Purchase
146,04/02/2015,"David A Perdue , Jr",PG,"$1,001 - $15,000",Purchase
147,04/02/2015,"David A Perdue , Jr",FOX,"$15,001 - $50,000",Purchase
148,04/02/2015,"David A Perdue , Jr",AVP,"$1,001 - $15,000",Purchase
149,04/02/2015,"David A Perdue , Jr",FOXA,"$1,001 - $15,000",Sale (Partial)
150,04/02/2015,"David A Perdue , Jr",JNJ,"$1,001 - $15,000",Purchase
151,04/02/2015,"David A Perdue , Jr",KO,"$1,001 - $15,000",Purchase
152,04/02/2015,"David A Perdue , Jr",MSFT,"$1,001 - $15,000",Sale (Partial)
153,05/06/2015,"David A Perdue , Jr",SYY,"$15,001 - $50,000",Purchase
154,05/11/2015,"David A Perdue , Jr",CMCSK,"$1,001 - $15,000",Sale (Partial)
155,05/11/2015,"David A Perdue , Jr",FOX,"$1,001 - $15,000",Purchase
156,05/12/2015,"David A Perdue , Jr",CMCSK,"$15,001 - $50,000",Sale (Full)
157,05/12/2015,"David A Perdue , Jr",FOX,"$15,001 - $50,000",Purchase
158,01/07/2015,"David A Perdue , Jr",AM,"$1,001 - $15,000",Purchase
159,01/14/2015,"David A Perdue , Jr",AR,"$1,001 - $15,000",Purchase
160,01/15/2015,"David A Perdue , Jr",BPL,"$1,001 - $15,000",Purchase
161,02/10/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
162,02/11/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
163,02/12/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
164,02/02/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
165,02/13/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
166,02/17/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
167,02/18/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
168,02/19/2015,"David A Perdue , Jr",WPZ,"$1,001 - $15,000",Sale (Partial)
169,02/26/2015,"David A Perdue , Jr",PAA,"$15,001 - $50,000",Purchase
170,03/02/2015,"David A Perdue , Jr",NGLS,"$1,001 - $15,000",Sale (Partial)
171,03/03/2015,"David A Perdue , Jr",NGLS,"$1,001 - $15,000",Sale (Partial)
172,03/04/2015,"David A Perdue , Jr",NGLS,"$1,001 - $15,000",Sale (Partial)
173,03/12/2015,"David A Perdue , Jr",ETE,"$1,001 - $15,000",Sale (Partial)
174,03/13/2015,"David A Perdue , Jr",ETE,"$1,001 - $15,000",Sale (Partial)
175,03/13/2015,"David A Perdue , Jr",ETE,"$1,001 - $15,000",Sale (Partial)
176,05/21/2015,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Sale (Partial)
177,05/21/2015,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Sale (Partial)
178,05/22/2015,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Sale (Partial)
179,05/22/2015,"David A Perdue , Jr",PAA,"$1,001 - $15,000",Sale (Partial)
180,01/08/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
181,01/08/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
182,01/08/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
183,01/09/2015,"David A Perdue , Jr",CBS,"$15,001 - $50,000",Purchase
184,01/13/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
185,01/13/2015,"David A Perdue , Jr",BK,"$1,001 - $15,000",Sale (Partial)
186,01/13/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
187,01/14/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
188,01/14/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
189,01/14/2015,"David A Perdue , Jr",ZTS,"$1,001 - $15,000",Sale (Partial)
190,01/21/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
191,01/23/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
192,01/26/2015,"David A Perdue , Jr",BK,"$1,001 - $15,000",Sale (Partial)
193,01/27/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
194,01/27/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
195,01/29/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
196,01/29/2015,"David A Perdue , Jr",ZTS,"$1,001 - $15,000",Sale (Partial)
197,01/30/2015,"David A Perdue , Jr",ZTS,"$15,001 - $50,000",Sale (Full)
198,02/03/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
199,02/04/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
200,02/04/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
201,02/04/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
202,02/05/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
203,02/05/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
204,02/05/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
205,02/05/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
206,02/06/2015,"David A Perdue , Jr",AAN,"$1,001 - $15,000",Sale (Partial)
207,02/09/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
208,02/10/2015,"David A Perdue , Jr",WOOF,"$1,001 - $15,000",Sale (Partial)
209,02/11/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
210,02/12/2015,"David A Perdue , Jr",XLS-WI,"$1,001 - $15,000",Sale (Partial)
211,02/12/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
212,02/13/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
213,02/13/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
214,02/13/2015,"David A Perdue , Jr",CBS,"$15,001 - $50,000",Purchase
215,02/17/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
216,02/17/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
217,02/20/2015,"David A Perdue , Jr",CBS,"$1,001 - $15,000",Purchase
218,02/26/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
219,03/02/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
220,03/03/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
221,03/03/2015,"David A Perdue , Jr",XLS-WI,"$1,001 - $15,000",Sale (Partial)
222,03/05/2015,"David A Perdue , Jr",XLS-WI,"$1,001 - $15,000",Sale (Partial)
223,03/06/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
224,03/09/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
225,03/09/2015,"David A Perdue , Jr",XLS-WI,"$15,001 - $50,000",Sale (Partial)
226,03/10/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
227,03/11/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
228,03/11/2015,"David A Perdue , Jr",XLS-WI,"$1,001 - $15,000",Sale (Partial)
229,03/11/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
230,03/12/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
231,03/12/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
232,03/12/2015,"David A Perdue , Jr",CIT,"$1,001 - $15,000",Purchase
233,03/13/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
234,03/13/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
235,03/16/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
236,03/16/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
237,03/16/2015,"David A Perdue , Jr",XLS-WI,"$1,001 - $15,000",Sale (Full)
238,03/16/2015,"David A Perdue , Jr",DISCA,"$15,001 - $50,000",Purchase
239,03/18/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
240,03/18/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
241,03/19/2015,"David A Perdue , Jr",BK,"$1,001 - $15,000",Sale (Partial)
242,03/20/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
243,03/27/2015,"David A Perdue , Jr",WPX,"$1,001 - $15,000",Purchase
244,03/27/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
245,04/17/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
246,04/23/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
247,04/24/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
248,04/24/2015,"David A Perdue , Jr",KN,"$1,001 - $15,000",Purchase
249,04/29/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
250,04/15/2015,"David A Perdue , Jr",MOS,"$1,001 - $15,000",Purchase
251,05/06/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
252,05/06/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
253,05/07/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
254,05/07/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Partial)
255,05/14/2015,"David A Perdue , Jr",PFE,"$1,001 - $15,000",Sale (Partial)
256,05/12/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
257,05/13/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
258,05/14/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
259,05/14/2015,"David A Perdue , Jr",TAP,"$1,001 - $15,000",Sale (Full)
260,05/15/2015,"David A Perdue , Jr",AXLL,"$1,001 - $15,000",Purchase
261,05/29/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
262,06/04/2015,John F Reed,LSCC,"$1,001 - $15,000",Purchase
263,06/04/2015,John F Reed,LSCC,"$1,001 - $15,000",Purchase
264,06/04/2015,James M Inhofe,CLR,"$1,001 - $15,000",Purchase
265,06/16/2015,Gary C Peters,STAG,"$1,001 - $15,000",Purchase
266,06/19/2015,"David A Perdue , Jr",CVC,"$1,001 - $15,000",Sale (Partial)
267,06/11/2015,"David A Perdue , Jr",ANTM,"$1,001 - $15,000",Sale (Partial)
268,05/29/2015,"David A Perdue , Jr",DISCA,"$1,001 - $15,000",Purchase
269,06/03/2015,"David A Perdue , Jr",AXLL,"$1,001 - $15,000",Purchase
270,06/04/2015,"David A Perdue , Jr",PG,"$1,001 - $15,000",Purchase
271,06/24/2015,Thomas R Carper,CVG,"$1,001 - $15,000",Purchase
272,06/24/2015,Thomas R Carper,ATML,"$1,001 - $15,000",Sale (Full)
273,06/12/2015,Thomas R Carper,DD,"$1,001 - $15,000",Purchase
274,06/03/2015,Patrick J Toomey,BUNT-RP,"$1,001 - $15,000",Sale (Partial)
275,06/04/2015,Patrick J Toomey,VZ,"$1,001 - $15,000",Purchase
276,06/16/2015,Patrick J Toomey,CVX,"$1,001 - $15,000",Purchase
277,06/16/2015,Patrick J Toomey,PFS,"$15,001 - $50,000",Sale (Partial)
278,06/23/2015,Patrick J Toomey,PFS,"$15,001 - $50,000",Sale (Partial)
279,06/24/2015,Patrick J Toomey,PFS,"$15,001 - $50,000",Sale (Partial)
280,06/09/2015,James M Inhofe,GILD,"$50,001 - $100,000",Sale (Partial)
281,07/09/2015,James M Inhofe,MSACX,"$15,001 - $50,000",Sale (Full)
282,07/09/2015,James M Inhofe,VADDX,"$1,001 - $15,000",Sale (Full)
283,07/09/2015,James M Inhofe,NGIPX,"$1,001 - $15,000",Sale (Full)
284,07/09/2015,James M Inhofe,WSTMX,"$1,001 - $15,000",Sale (Full)
285,07/09/2015,James M Inhofe,VMIIX,"$1,001 - $15,000",Sale (Full)
286,07/09/2015,James M Inhofe,VSMIX,"$1,001 - $15,000",Sale (Full)
287,07/09/2015,James M Inhofe,ACSDX,"$1,001 - $15,000",Sale (Full)
288,07/09/2015,James M Inhofe,MGEMX,"$1,001 - $15,000",Sale (Full)
289,07/09/2015,James M Inhofe,BIIB,"$15,001 - $50,000",Purchase
290,07/09/2015,James M Inhofe,CLR,"$15,001 - $50,000",Purchase
291,07/09/2015,James M Inhofe,GE,"$1,001 - $15,000",Purchase
292,07/09/2015,James M Inhofe,PCLN,"$15,001 - $50,000",Purchase
293,07/09/2015,James M Inhofe,MRK,"$50,001 - $100,000",Purchase
294,07/09/2015,James M Inhofe,ITC,"$50,001 - $100,000",Purchase
295,07/09/2015,James M Inhofe,ABT,"$50,001 - $100,000",Sale (Full)
296,06/22/2015,James M Inhofe,NGIPX,"$1,001 - $15,000",Purchase
297,06/30/2015,John F Reed,ALTR,"$1,001 - $15,000",Sale (Full)
298,06/30/2015,John F Reed,AMG,"$1,001 - $15,000",Purchase
299,06/30/2015,John F Reed,ALTR,"$1,001 - $15,000",Sale (Full)
300,06/30/2015,John F Reed,AMG,"$1,001 - $15,000",Purchase
301,12/18/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Purchase
302,12/15/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Sale (Full)
303,12/11/2014,Susan M Collins,WASCX,"$1,001 - $15,000",Purchase
304,12/10/2014,Susan M Collins,BMGAX,"$1,001 - $15,000",Purchase
305,12/10/2014,Susan M Collins,BMGAX,"$1,001 - $15,000",Purchase
306,12/11/2015,Susan M Collins,DVFAX,"$1,001 - $15,000",Purchase
307,12/11/2014,Susan M Collins,DVFAX,"$1,001 - $15,000",Purchase
308,12/18/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Purchase
309,12/15/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Sale (Partial)
310,12/11/2014,Susan M Collins,WASCX,"$1,001 - $15,000",Purchase
311,12/10/2014,Susan M Collins,BMGAX,"$1,001 - $15,000",Purchase
312,12/10/2014,Susan M Collins,BMGAX,"$1,001 - $15,000",Purchase
313,12/11/2015,Susan M Collins,DVFAX,"$1,001 - $15,000",Purchase
314,12/11/2014,Susan M Collins,DVFAX,"$1,001 - $15,000",Purchase
315,12/18/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Purchase
316,12/15/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Sale (Partial)
317,12/11/2014,Susan M Collins,WASCX,"$1,001 - $15,000",Purchase
318,12/10/2014,Susan M Collins,BMGAX,"$1,001 - $15,000",Purchase
319,12/10/2014,Susan M Collins,BMGAX,"$1,001 - $15,000",Purchase
320,12/11/2015,Susan M Collins,DVFAX,"$1,001 - $15,000",Purchase
321,12/11/2014,Susan M Collins,DVFAX,"$1,001 - $15,000",Purchase
322,03/04/2014,Susan M Collins,LBTYK,"$1,001 - $15,000",Exchange
323,03/10/2014,Susan M Collins,XTXI,"$1,001 - $15,000",Sale (Full)
324,03/12/2014,Susan M Collins,NWL,"$1,001 - $15,000",Sale (Partial)
325,03/11/2014,Susan M Collins,ACE,"$1,001 - $15,000",Sale (Partial)
326,03/11/2014,Susan M Collins,VRX,"$1,001 - $15,000",Purchase
327,03/07/2014,Susan M Collins,FB,"$1,001 - $15,000",Purchase
328,03/07/2014,Susan M Collins,SLB,"$1,001 - $15,000",Purchase
329,03/07/2014,Susan M Collins,GE,"$1,001 - $15,000",Sale (Partial)
330,03/04/2014,Susan M Collins,RHT,"$1,001 - $15,000",Purchase
331,01/15/2014,Susan M Collins,CVX,"$1,001 - $15,000",Sale (Partial)
332,01/07/2014,Susan M Collins,VZ,"$1,001 - $15,000",Sale (Full)
