,date,name,ticker,amount,type
341,07/23/2014,Susan M Collins,JNJ,"$1,001 - $15,000",Purchase
342,07/23/2014,Susan M Collins,HUN,"$1,001 - $15,000",Sale (Full)
343,07/23/2014,Susan M Collins,MMC,"$1,001 - $15,000",Sale (Full)
344,07/23/2014,Susan M Collins,LECO,"$1,001 - $15,000",Sale (Full)
345,07/23/2014,Susan M Collins,NSRGY,"$1,001 - $15,000",Purchase
346,07/23/2014,Susan M Collins,MCK,"$1,001 - $15,000",Sale (Full)
347,07/23/2014,Susan M Collins,PPG,"$1,001 - $15,000",Sale (Full)
348,07/23/2014,Susan M Collins,OGS,"$1,001 - $15,000",Sale (Full)
349,07/23/2014,Susan M Collins,PGH,"$1,001 - $15,000",Sale (Full)
350,07/23/2014,Susan M Collins,PKG,"$1,001 - $15,000",Sale (Full)
351,07/23/2014,Susan M Collins,PSX,"$1,001 - $15,000",Purchase
352,07/23/2014,Susan M Collins,PBCT,"$1,001 - $15,000",Sale (Full)
353,07/23/2014,Susan M Collins,HSIC,"$1,001 - $15,000",Purchase
354,07/23/2014,Susan M Collins,PL,"$1,001 - $15,000",Sale (Full)
355,07/23/2014,Susan M Collins,STE,"$1,001 - $15,000",Sale (Full)
356,07/23/2014,Susan M Collins,SNA,"$1,001 - $15,000",Purchase
357,07/23/2014,Susan M Collins,WASH,"$1,001 - $15,000",Sale (Full)
358,07/23/2014,Susan M Collins,TRV,"$1,001 - $15,000",Sale (Full)
359,07/23/2014,Susan M Collins,MLPRX,"$15,001 - $50,000",Sale (Full)
360,07/23/2014,Susan M Collins,WEC,"$1,001 - $15,000",Sale (Full)
361,08/07/2014,Patrick J Toomey,LGP,"$15,001 - $50,000",Sale (Full)
362,07/25/2014,"Angus S King, Jr.",RYAM,"$1,001 - $15,000",Sale (Full)
363,07/21/2014,Sheldon Whitehouse,MCHP,"$15,001 - $50,000",Sale (Partial)
364,07/21/2014,Sheldon Whitehouse,VOD,"$1,001 - $15,000",Sale (Full)
365,07/21/2014,Sheldon Whitehouse,DE,"$1,001 - $15,000",Sale (Full)
366,07/21/2014,Sheldon Whitehouse,MDP,"$15,001 - $50,000",Sale (Full)
367,07/29/2014,Sheldon Whitehouse,QLIK,"$1,001 - $15,000",Purchase
368,07/29/2014,Sheldon Whitehouse,PANW,"$1,001 - $15,000",Purchase
369,07/29/2014,Sheldon Whitehouse,LNKD,"$15,001 - $50,000",Sale (Full)
370,07/29/2014,Sheldon Whitehouse,VOD,"$15,001 - $50,000",Sale (Full)
371,07/29/2014,Sheldon Whitehouse,AXP,"$1,001 - $15,000",Purchase
372,08/07/2014,Sheldon Whitehouse,UL,"$1,001 - $15,000",Purchase
373,08/07/2014,Sheldon Whitehouse,KORS,"$1,001 - $15,000",Purchase
374,08/14/2014,Sheldon Whitehouse,GPRO,"$1,001 - $15,000",Purchase
375,08/19/2014,John F Reed,CELG,"$1,001 - $15,000",Purchase
376,08/19/2014,John F Reed,CELG,"$1,001 - $15,000",Purchase
377,08/26/2014,Pat Roberts,KSU,"$15,001 - $50,000",Sale (Full)
378,08/26/2014,Pat Roberts,COST,"$1,001 - $15,000",Sale (Full)
379,08/26/2014,Pat Roberts,TWTR,"$1,001 - $15,000",Sale (Partial)
380,08/26/2014,Pat Roberts,BAC,"$1,001 - $15,000",Sale (Partial)
381,08/26/2014,Pat Roberts,AAPL,"$15,001 - $50,000",Sale (Full)
382,08/08/2014,Cory A Booker,NKE,"$1,001 - $15,000",Sale (Full)
383,08/08/2014,Cory A Booker,IRM,"$1,001 - $15,000",Sale (Full)
384,08/08/2014,Cory A Booker,IBM,"$1,001 - $15,000",Sale (Full)
385,08/08/2014,Cory A Booker,FB,"$1,001 - $15,000",Sale (Full)
386,08/08/2014,Cory A Booker,AMZN,"$1,001 - $15,000",Sale (Full)
387,08/08/2014,Cory A Booker,AAPL,"$1,001 - $15,000",Sale (Full)
388,08/08/2014,Cory A Booker,DISH,"$1,001 - $15,000",Sale (Full)
389,08/08/2014,Cory A Booker,AMT,"$50,001 - $100,000",Sale (Full)
390,08/08/2014,Cory A Booker,EBAY,"$1,001 - $15,000",Sale (Full)
391,08/08/2014,Cory A Booker,IRM,"$1,001 - $15,000",Sale (Full)
392,08/08/2014,Cory A Booker,NFLX,"$15,001 - $50,000",Sale (Full)
393,09/04/2014,Patrick J Toomey,IJH,"$1,001 - $15,000",Sale (Partial)
394,09/04/2014,Patrick J Toomey,RSP,"$1,001 - $15,000",Purchase
395,09/02/2014,Patrick J Toomey,IDV,"$15,001 - $50,000",Sale (Partial)
396,09/02/2014,Patrick J Toomey,IXP,"$15,001 - $50,000",Purchase
397,09/02/2014,Patrick J Toomey,SDY,"$15,001 - $50,000",Purchase
398,09/02/2014,Patrick J Toomey,AMLP,"$1,001 - $15,000",Purchase
399,09/02/2014,Patrick J Toomey,DWX,"$15,001 - $50,000",Sale (Partial)
400,09/02/2014,Patrick J Toomey,ILF,"$1,001 - $15,000",Purchase
401,09/02/2014,Patrick J Toomey,EPP,"$1,001 - $15,000",Sale (Partial)
402,09/02/2014,John F Reed,NXPI,"$1,001 - $15,000",Purchase
403,09/02/2014,John F Reed,NXPI,"$1,001 - $15,000",Purchase
404,09/09/2014,John F Reed,FEYE,"$1,001 - $15,000",Purchase
405,09/09/2014,John F Reed,FEYE,"$1,001 - $15,000",Purchase
406,09/16/2014,Sheldon Whitehouse,NEE,"$15,001 - $50,000",Sale (Full)
407,09/03/2014,Sheldon Whitehouse,SLB,"$15,001 - $50,000",Sale (Full)
408,09/03/2014,Sheldon Whitehouse,NOV,"$15,001 - $50,000",Sale (Full)
409,08/27/2014,Sheldon Whitehouse,HON,"$15,001 - $50,000",Sale (Partial)
410,08/27/2014,Sheldon Whitehouse,ESS,"$15,001 - $50,000",Sale (Partial)
411,09/18/2014,Sheldon Whitehouse,BMY,"$1,001 - $15,000",Purchase
412,09/18/2014,Sheldon Whitehouse,CVS,"$1,001 - $15,000",Purchase
413,09/18/2014,Sheldon Whitehouse,CY,"$1,001 - $15,000",Purchase
414,09/16/2014,Sheldon Whitehouse,SLB,"$15,001 - $50,000",Sale (Full)
415,08/27/2014,Sheldon Whitehouse,ETN,"$1,001 - $15,000",Purchase
416,08/21/2014,Sheldon Whitehouse,HYT,"$1,001 - $15,000",Purchase
417,09/18/2014,Sheldon Whitehouse,CY,"$1,001 - $15,000",Purchase
418,09/18/2014,Sheldon Whitehouse,VZ,"$1,001 - $15,000",Purchase
419,09/18/2014,Sheldon Whitehouse,PANW,"$1,001 - $15,000",Purchase
420,09/18/2014,Sheldon Whitehouse,EL,"$1,001 - $15,000",Purchase
421,09/18/2014,Sheldon Whitehouse,ISIS,"$1,001 - $15,000",Purchase
422,09/18/2014,Sheldon Whitehouse,TU,"$1,001 - $15,000",Purchase
423,09/18/2014,Sheldon Whitehouse,AIG,"$1,001 - $15,000",Purchase
424,09/18/2014,Sheldon Whitehouse,CY,"$1,001 - $15,000",Purchase
425,09/16/2014,Sheldon Whitehouse,SLB,"$15,001 - $50,000",Sale (Full)
426,09/04/2014,Sheldon Whitehouse,APA,"$50,001 - $100,000",Sale (Full)
427,08/25/2014,John Hoeven,BX,"$100,001 - $250,000",Purchase
428,08/25/2014,John Hoeven,EL,"$100,001 - $250,000",Purchase
429,08/25/2014,John Hoeven,YUM,"$50,001 - $100,000",Purchase
430,08/26/2014,John Hoeven,PEP,"$100,001 - $250,000",Purchase
431,09/03/2014,Pat Roberts,AAPL,"$1,001 - $15,000",Sale (Full)
432,09/02/2014,Pat Roberts,AAPL,"$1,001 - $15,000",Purchase
433,09/22/2014,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
434,09/12/2014,Pat Roberts,AAPL,"$1,001 - $15,000",Purchase
435,09/12/2014,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
436,09/02/2014,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
437,10/01/2014,John Hoeven,CDK,"$15,001 - $50,000",Exchange
438,10/20/2014,John Hoeven,AJG,"$100,001 - $250,000",Purchase
439,10/20/2014,John Hoeven,CMI,"$100,001 - $250,000",Purchase
440,09/29/2014,John Hoeven,BA,"$100,001 - $250,000",Sale (Full)
441,09/29/2014,John Hoeven,ABBV,"$100,001 - $250,000",Sale (Full)
442,09/29/2014,John Hoeven,SBUX,"$100,001 - $250,000",Purchase
443,10/02/2014,Sheldon Whitehouse,QQQ,"$1,001 - $15,000",Purchase
444,10/14/2014,Sheldon Whitehouse,SBUX,"$1,001 - $15,000",Purchase
445,10/02/2014,Sheldon Whitehouse,SBUX,"$1,001 - $15,000",Purchase
446,10/15/2014,Sheldon Whitehouse,COF,"$15,001 - $50,000",Sale (Full)
447,10/14/2014,Sheldon Whitehouse,BMY,"$1,001 - $15,000",Purchase
448,10/14/2014,Sheldon Whitehouse,CY,"$1,001 - $15,000",Purchase
449,10/07/2014,Sheldon Whitehouse,TRIP,"$1,001 - $15,000",Purchase
450,10/07/2014,Sheldon Whitehouse,UL,"$1,001 - $15,000",Purchase
451,10/02/2014,Sheldon Whitehouse,KORS,"$1,001 - $15,000",Purchase
452,10/02/2014,Sheldon Whitehouse,YUM,"$15,001 - $50,000",Sale (Full)
453,10/02/2014,Sheldon Whitehouse,M,"$1,001 - $15,000",Purchase
454,10/02/2014,Sheldon Whitehouse,A,"$1,001 - $15,000",Purchase
455,10/02/2014,Sheldon Whitehouse,UL,"$1,001 - $15,000",Purchase
456,10/01/2014,Patrick J Toomey,VIXY,"$15,001 - $50,000",Sale (Full)
457,11/30/2014,Patrick J Toomey,PFS,"$50,001 - $100,000",Sale (Full)
458,11/13/2014,Sheldon Whitehouse,PEP,"$1,001 - $15,000",Purchase
459,11/13/2014,Sheldon Whitehouse,T,"$15,001 - $50,000",Sale (Partial)
460,11/13/2014,Sheldon Whitehouse,PRU,"$1,001 - $15,000",Purchase
461,11/13/2014,Sheldon Whitehouse,M,"$1,001 - $15,000",Purchase
462,11/10/2014,Sheldon Whitehouse,DHR,"$1,001 - $15,000",Sale (Full)
463,11/10/2014,Sheldon Whitehouse,F,"$1,001 - $15,000",Sale (Full)
464,10/20/2014,Sheldon Whitehouse,COF-PP,"$15,001 - $50,000",Sale (Full)
465,11/10/2014,Sheldon Whitehouse,DHR,"$15,001 - $50,000",Sale (Partial)
466,11/10/2014,Sheldon Whitehouse,BABA,"$15,001 - $50,000",Purchase
467,11/10/2014,Sheldon Whitehouse,F,"$1,001 - $15,000",Sale (Full)
468,11/06/2014,John Hoeven,HON,"$100,001 - $250,000",Purchase
469,10/29/2014,John Hoeven,CSCO,"$100,001 - $250,000",Purchase
470,11/17/2014,Benjamin L Cardin,NGG,"$1,001 - $15,000",Sale (Full)
471,11/17/2014,Benjamin L Cardin,OLN,"$1,001 - $15,000",Sale (Full)
472,11/17/2014,Benjamin L Cardin,MET,"$1,001 - $15,000",Sale (Full)
473,11/10/2014,Susan M Collins,MFCDX,"$50,001 - $100,000",Sale (Full)
474,11/10/2014,Susan M Collins,FOXA,"$1,001 - $15,000",Sale (Full)
475,11/10/2014,Susan M Collins,TWX,"$1,001 - $15,000",Sale (Full)
476,11/10/2014,Susan M Collins,TXN,"$1,001 - $15,000",Sale (Full)
477,11/10/2014,Susan M Collins,TFX,"$15,001 - $50,000",Purchase
478,11/10/2014,Susan M Collins,SRCL,"$15,001 - $50,000",Purchase
479,11/10/2014,Susan M Collins,HSIC,"$1,001 - $15,000",Purchase
480,11/10/2014,Susan M Collins,ROP,"$15,001 - $50,000",Purchase
481,11/10/2014,Susan M Collins,RTN,"$1,001 - $15,000",Sale (Full)
482,11/10/2014,Susan M Collins,PCP,"$15,001 - $50,000",Purchase
483,11/10/2014,Susan M Collins,MET,"$1,001 - $15,000",Sale (Full)
484,11/10/2014,Susan M Collins,INTC,"$1,001 - $15,000",Sale (Full)
485,11/10/2014,Susan M Collins,GILD,"$1,001 - $15,000",Purchase
486,11/10/2014,Susan M Collins,XOM,"$1,001 - $15,000",Purchase
487,11/10/2014,Susan M Collins,DD,"$1,001 - $15,000",Purchase
488,11/10/2014,Susan M Collins,COP,"$1,001 - $15,000",Purchase
489,11/10/2014,Susan M Collins,CVX,"$1,001 - $15,000",Sale (Full)
490,11/10/2014,Susan M Collins,AAPL,"$1,001 - $15,000",Purchase
491,11/10/2014,Susan M Collins,APH,"$15,001 - $50,000",Purchase
492,11/10/2014,Susan M Collins,AMLP,"$1,001 - $15,000",Sale (Full)
493,11/10/2014,Susan M Collins,ALL,"$1,001 - $15,000",Sale (Full)
494,11/10/2014,Susan M Collins,T,"$1,001 - $15,000",Sale (Full)
495,11/26/2014,Thomas R Carper,BTF,"$15,001 - $50,000",Sale (Full)
496,11/11/2014,Thomas R Carper,PNQI,"$1,001 - $15,000",Purchase
497,11/13/2014,Pat Roberts,CEA,"$1,001 - $15,000",Sale (Partial)
498,11/17/2014,Pat Roberts,KSU,"$1,001 - $15,000",Sale (Full)
499,11/07/2014,Pat Roberts,ZNGA,"$1,001 - $15,000",Purchase
500,11/17/2014,Pat Roberts,KSU,"$1,001 - $15,000",Sale (Full)
501,11/13/2014,Pat Roberts,BIDU,"$15,001 - $50,000",Sale (Full)
502,11/07/2014,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
503,11/11/2014,Roy Blunt,MDLZ,"$50,001 - $100,000",Sale (Full)
504,11/10/2014,"Angus S King, Jr.",RYN,"$1,001 - $15,000",Sale (Full)
505,12/15/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Sale (Full)
506,12/17/2014,Patrick J Toomey,PFS,"$1,001 - $15,000",Sale (Full)
507,12/18/2014,Patrick J Toomey,T,"$15,001 - $50,000",Purchase
508,12/18/2014,Patrick J Toomey,PFS,"$1,001 - $15,000",Sale (Partial)
509,12/18/2014,Patrick J Toomey,ESV,"$15,001 - $50,000",Purchase
510,12/12/2014,Pat Roberts,XOM,"$1,001 - $15,000",Sale (Full)
511,12/19/2014,Pat Roberts,BA,"$1,001 - $15,000",Purchase
512,12/12/2014,Pat Roberts,BAC,"$1,001 - $15,000",Sale (Full)
513,12/11/2014,Pat Roberts,MIK,"$1,001 - $15,000",Purchase
514,12/18/2014,Sheldon Whitehouse,TJX,"$1,001 - $15,000",Purchase
515,12/18/2014,Sheldon Whitehouse,ORCL,"$1,001 - $15,000",Purchase
516,12/18/2014,Sheldon Whitehouse,T,"$1,001 - $15,000",Purchase
517,12/18/2014,Sheldon Whitehouse,KORS,"$1,001 - $15,000",Sale (Partial)
518,11/25/2014,Sheldon Whitehouse,PCAR,"$1,001 - $15,000",Purchase
519,11/25/2014,Sheldon Whitehouse,IBM,"$1,001 - $15,000",Sale (Partial)
520,12/18/2014,Sheldon Whitehouse,CMRE,"$1,001 - $15,000",Purchase
521,11/25/2014,Sheldon Whitehouse,PCAR,"$1,001 - $15,000",Purchase
522,11/25/2014,Sheldon Whitehouse,PRU,"$1,001 - $15,000",Purchase
523,12/18/2014,Sheldon Whitehouse,AMGN,"$15,001 - $50,000",Purchase
524,12/18/2014,Sheldon Whitehouse,HYH,"$1,001 - $15,000",Sale (Full)
525,12/18/2014,Sheldon Whitehouse,SSYS,"$1,001 - $15,000",Sale (Full)
526,12/18/2014,Sheldon Whitehouse,ABBV,"$1,001 - $15,000",Purchase
527,12/18/2014,Sheldon Whitehouse,KEYS,"$1,001 - $15,000",Sale (Full)
528,12/18/2014,Sheldon Whitehouse,T,"$1,001 - $15,000",Purchase
529,12/18/2014,Sheldon Whitehouse,KORS,"$1,001 - $15,000",Sale (Partial)
530,12/18/2014,Sheldon Whitehouse,BEAV,"$15,001 - $50,000",Sale (Full)
531,11/25/2014,Sheldon Whitehouse,M,"$1,001 - $15,000",Purchase
532,12/18/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Purchase
533,12/15/2014,Susan M Collins,TOLLX,"$1,001 - $15,000",Sale (Full)
534,12/11/2014,Susan M Collins,WASCX,"$1,001 - $15,000",Purchase
535,12/10/2014,Susan M Collins,MDDVX,"$1,001 - $15,000",Purchase
536,12/10/2014,Susan M Collins,MDDVX,"$1,001 - $15,000",Purchase
537,12/11/2015,Susan M Collins,DVFAX,"$1,001 - $15,000",Purchase
538,12/11/2014,Susan M Collins,DVFAX,"$1,001 - $15,000",Purchase
539,01/06/2015,John Hoeven,FCX,"$50,001 - $100,000",Sale (Full)
540,01/06/2015,John Hoeven,COH,"$50,001 - $100,000",Sale (Full)
541,01/16/2015,John Hoeven,NOG,"$15,001 - $50,000",Purchase
542,01/16/2015,John Hoeven,NOG,"$15,001 - $50,000",Purchase
543,01/13/2015,Susan M Collins,WCN,"$1,001 - $15,000",Purchase
544,01/13/2015,Susan M Collins,UL,"$1,001 - $15,000",Purchase
545,01/13/2015,Susan M Collins,MTD,"$15,001 - $50,000",Purchase
546,01/13/2015,Susan M Collins,CVS,"$1,001 - $15,000",Purchase
547,01/13/2015,Susan M Collins,ADP,"$1,001 - $15,000",Sale (Full)
548,01/13/2015,Susan M Collins,AAPL,"$1,001 - $15,000",Purchase
549,01/13/2015,Susan M Collins,AXP,"$1,001 - $15,000",Purchase
550,01/28/2015,Thomas R Carper,TGT,"$1,001 - $15,000",Sale (Full)
551,01/26/2015,Thomas R Carper,HBI,"$1,001 - $15,000",Purchase
552,01/22/2015,Thomas R Carper,PNQI,"$1,001 - $15,000",Purchase
553,01/14/2015,Sheldon Whitehouse,ETN,"$1,001 - $15,000",Sale (Full)
554,01/14/2015,Sheldon Whitehouse,DD,"$1,001 - $15,000",Sale (Full)
555,01/14/2015,Sheldon Whitehouse,ETN,"$15,001 - $50,000",Sale (Full)
556,01/23/2015,Sheldon Whitehouse,DHR,"$15,001 - $50,000",Sale (Partial)
557,01/23/2015,Sheldon Whitehouse,ACE,"$15,001 - $50,000",Sale (Full)
558,01/23/2015,Sheldon Whitehouse,GILD,"$15,001 - $50,000",Purchase
559,01/14/2015,Sheldon Whitehouse,AIG,"$1,001 - $15,000",Sale (Full)
560,01/14/2015,Sheldon Whitehouse,KLXI,"$1,001 - $15,000",Sale (Full)
561,01/16/2015,Pat Roberts,ZNGA,"$1,001 - $15,000",Sale (Partial)
562,01/28/2015,Pat Roberts,BIDU,"$15,001 - $50,000",Purchase
563,01/28/2015,Pat Roberts,AAPL,"$1,001 - $15,000",Purchase
564,01/27/2015,Pat Roberts,NFLX,"$15,001 - $50,000",Purchase
565,01/16/2015,Pat Roberts,TCS,"$1,001 - $15,000",Sale (Partial)
566,01/16/2015,Pat Roberts,NFLX,"$15,001 - $50,000",Sale (Partial)
567,01/02/2015,Pat Roberts,TCS,"$1,001 - $15,000",Purchase
568,01/02/2015,Pat Roberts,TWTR,"$1,001 - $15,000",Purchase
569,02/03/2015,Rafael E Cruz,PAGP,"$50,001 - $100,000",Purchase
570,01/27/2015,Gary C Peters,MDT,"$15,001 - $50,000",Exchange
571,02/13/2015,Thomas R Tillis,JCOM,"$1,001 - $15,000",Sale (Full)
572,02/13/2015,Thomas R Tillis,WST,"$1,001 - $15,000",Sale (Full)
573,02/13/2015,Thomas R Tillis,WAL,"$1,001 - $15,000",Sale (Full)
574,02/13/2015,Thomas R Tillis,WAGE,"$1,001 - $15,000",Sale (Full)
575,02/13/2015,Thomas R Tillis,VSI,"$1,001 - $15,000",Sale (Full)
576,02/13/2015,Thomas R Tillis,TYPE,"$1,001 - $15,000",Sale (Full)
577,02/13/2015,Thomas R Tillis,TXRH,"$1,001 - $15,000",Sale (Full)
578,02/13/2015,Thomas R Tillis,TUMI,"$1,001 - $15,000",Sale (Full)
579,02/13/2015,Thomas R Tillis,TTC,"$1,001 - $15,000",Sale (Full)
580,02/13/2015,Thomas R Tillis,TNGO,"$1,001 - $15,000",Sale (Full)
581,02/13/2015,Thomas R Tillis,THS,"$1,001 - $15,000",Sale (Full)
582,02/13/2015,Thomas R Tillis,THRM,"$1,001 - $15,000",Sale (Full)
583,02/13/2015,Thomas R Tillis,TECH,"$1,001 - $15,000",Sale (Full)
584,02/13/2015,Thomas R Tillis,TCBI,"$1,001 - $15,000",Sale (Full)
585,02/13/2015,Thomas R Tillis,SXT,"$1,001 - $15,000",Sale (Full)
586,02/13/2015,Thomas R Tillis,SWI,"$1,001 - $15,000",Sale (Full)
587,02/13/2015,Thomas R Tillis,SSB,"$1,001 - $15,000",Sale (Full)
588,02/13/2015,Thomas R Tillis,SQI,"$1,001 - $15,000",Sale (Full)
589,02/13/2015,Thomas R Tillis,SPSC,"$1,001 - $15,000",Sale (Full)
590,02/13/2015,Thomas R Tillis,SMTC,"$1,001 - $15,000",Sale (Full)
591,02/13/2015,Thomas R Tillis,SIGI,"$1,001 - $15,000",Sale (Full)
592,02/13/2015,Thomas R Tillis,SHOO,"$1,001 - $15,000",Sale (Full)
593,02/13/2015,Thomas R Tillis,SGY,"$1,001 - $15,000",Sale (Full)
594,02/13/2015,Thomas R Tillis,RRTS,"$1,001 - $15,000",Sale (Full)
595,02/13/2015,Thomas R Tillis,ROLL,"$1,001 - $15,000",Sale (Full)
596,02/13/2015,Thomas R Tillis,RBA,"$1,001 - $15,000",Sale (Full)
597,02/13/2015,Thomas R Tillis,RAVN,"$1,001 - $15,000",Sale (Full)
598,02/13/2015,Thomas R Tillis,QLIK,"$1,001 - $15,000",Sale (Full)
599,02/13/2015,Thomas R Tillis,PRLB,"$1,001 - $15,000",Sale (Full)
600,02/13/2015,Thomas R Tillis,PRIM,"$1,001 - $15,000",Sale (Full)
601,02/13/2015,Thomas R Tillis,PRAA,"$1,001 - $15,000",Sale (Full)
602,02/13/2015,Thomas R Tillis,PRA,"$1,001 - $15,000",Sale (Full)
603,02/13/2015,Thomas R Tillis,POWI,"$1,001 - $15,000",Sale (Full)
604,02/13/2015,Thomas R Tillis,PLT,"$1,001 - $15,000",Sale (Full)
605,02/13/2015,Thomas R Tillis,PLKI,"$1,001 - $15,000",Sale (Full)
606,02/13/2015,Thomas R Tillis,PEB,"$1,001 - $15,000",Sale (Full)
607,02/13/2015,Thomas R Tillis,PBH,"$1,001 - $15,000",Sale (Full)
608,02/13/2015,Thomas R Tillis,OMCL,"$1,001 - $15,000",Sale (Full)
609,02/13/2015,Thomas R Tillis,OFC,"$1,001 - $15,000",Sale (Full)
610,02/13/2015,Thomas R Tillis,NSR,"$1,001 - $15,000",Sale (Full)
611,02/13/2015,Thomas R Tillis,NICE,"$1,001 - $15,000",Sale (Full)
612,02/13/2015,Thomas R Tillis,MNRO,"$1,001 - $15,000",Sale (Full)
613,02/13/2015,Thomas R Tillis,MG,"$1,001 - $15,000",Sale (Full)
614,02/13/2015,Thomas R Tillis,MFRM,"$1,001 - $15,000",Sale (Full)
615,02/13/2015,Thomas R Tillis,MDCA,"$1,001 - $15,000",Sale (Full)
616,02/13/2015,Thomas R Tillis,MASI,"$1,001 - $15,000",Sale (Full)
617,02/13/2015,Thomas R Tillis,LSTR,"$1,001 - $15,000",Sale (Full)
618,02/13/2015,Thomas R Tillis,LOCK,"$1,001 - $15,000",Sale (Full)
619,02/13/2015,Thomas R Tillis,LL,"$1,001 - $15,000",Sale (Full)
620,02/13/2015,Thomas R Tillis,KWR,"$1,001 - $15,000",Sale (Full)
621,02/13/2015,Thomas R Tillis,JJSF,"$1,001 - $15,000",Sale (Full)
622,02/13/2015,Thomas R Tillis,IPCM,"$1,001 - $15,000",Sale (Full)
623,02/13/2015,Thomas R Tillis,ICUI,"$1,001 - $15,000",Sale (Full)
624,02/13/2015,Thomas R Tillis,ICON,"$1,001 - $15,000",Sale (Full)
625,02/13/2015,Thomas R Tillis,HUBG,"$1,001 - $15,000",Sale (Full)
626,02/13/2015,Thomas R Tillis,IART,"$1,001 - $15,000",Sale (Full)
627,02/13/2015,Thomas R Tillis,HLX,"$1,001 - $15,000",Sale (Full)
628,02/13/2015,Thomas R Tillis,HF,"$1,001 - $15,000",Sale (Full)
629,02/13/2015,Thomas R Tillis,HEI,"$1,001 - $15,000",Sale (Full)
630,02/13/2015,Thomas R Tillis,HCSG,"$1,001 - $15,000",Sale (Full)
631,02/13/2015,Thomas R Tillis,GMED,"$1,001 - $15,000",Sale (Full)
632,02/13/2015,Thomas R Tillis,FNGN,"$1,001 - $15,000",Sale (Full)
633,02/13/2015,Thomas R Tillis,FMBI,"$1,001 - $15,000",Sale (Full)
634,02/13/2015,Thomas R Tillis,FET,"$1,001 - $15,000",Sale (Full)
635,02/13/2015,Thomas R Tillis,EVR,"$1,001 - $15,000",Sale (Full)
636,02/13/2015,Thomas R Tillis,EPAY,"$1,001 - $15,000",Sale (Full)
637,02/13/2015,Thomas R Tillis,EGBN,"$1,001 - $15,000",Sale (Full)
638,02/13/2015,Thomas R Tillis,DRQ,"$1,001 - $15,000",Sale (Full)
639,02/13/2015,Thomas R Tillis,DIOD,"$1,001 - $15,000",Sale (Full)
640,02/13/2015,Thomas R Tillis,DFRG,"$1,001 - $15,000",Sale (Full)
641,02/13/2015,Thomas R Tillis,CYBX,"$1,001 - $15,000",Sale (Full)
642,02/13/2015,Thomas R Tillis,CVLT,"$1,001 - $15,000",Sale (Full)
643,02/13/2015,Thomas R Tillis,CTRL,"$1,001 - $15,000",Sale (Full)
644,02/13/2015,Thomas R Tillis,CTCT,"$1,001 - $15,000",Sale (Full)
645,02/13/2015,Thomas R Tillis,CRZO,"$1,001 - $15,000",Sale (Full)
646,02/13/2015,Thomas R Tillis,CMN,"$1,001 - $15,000",Sale (Full)
647,02/13/2015,Thomas R Tillis,CLC,"$1,001 - $15,000",Sale (Full)
648,02/13/2015,Thomas R Tillis,CHEF,"$1,001 - $15,000",Sale (Full)
649,02/13/2015,Thomas R Tillis,CGNX,"$1,001 - $15,000",Sale (Full)
650,02/13/2015,Thomas R Tillis,CASY,"$1,001 - $15,000",Sale (Full)
651,02/13/2015,Thomas R Tillis,BMR,"$1,001 - $15,000",Sale (Full)
652,02/13/2015,Thomas R Tillis,BIO,"$1,001 - $15,000",Sale (Full)
653,02/13/2015,Thomas R Tillis,BERY,"$1,001 - $15,000",Sale (Full)
654,02/13/2015,Thomas R Tillis,BECN,"$1,001 - $15,000",Sale (Full)
655,02/13/2015,Thomas R Tillis,BCPC,"$1,001 - $15,000",Sale (Full)
656,02/13/2015,Thomas R Tillis,ATRO,"$1,001 - $15,000",Sale (Full)
657,02/13/2015,Thomas R Tillis,AMSG,"$1,001 - $15,000",Sale (Full)
658,02/13/2015,Thomas R Tillis,ALE,"$1,001 - $15,000",Sale (Full)
659,02/13/2015,Thomas R Tillis,AKRX,"$1,001 - $15,000",Sale (Full)
660,02/13/2015,Thomas R Tillis,AFSI,"$1,001 - $15,000",Sale (Full)
661,02/13/2015,Thomas R Tillis,ABCO,"$1,001 - $15,000",Sale (Full)
662,02/13/2015,Thomas R Tillis,AAT,"$1,001 - $15,000",Sale (Full)
663,02/13/2015,Thomas R Tillis,AAON,"$1,001 - $15,000",Sale (Full)
664,02/05/2015,Thomas R Tillis,NICE,"$1,001 - $15,000",Sale (Full)
665,02/20/2015,John F Reed,MYL,"$1,001 - $15,000",Purchase
666,02/20/2015,John F Reed,CELG,"$1,001 - $15,000",Purchase
667,02/20/2015,John F Reed,AMGN,"$1,001 - $15,000",Purchase
668,02/20/2015,John F Reed,IYT,"$1,001 - $15,000",Sale (Full)
669,02/12/2015,Thomas R Carper,VLO,"$1,001 - $15,000",Sale (Full)
670,02/12/2015,Thomas R Carper,ABBV,"$1,001 - $15,000",Purchase
671,02/12/2015,Thomas R Carper,ABT,"$1,001 - $15,000",Purchase
672,02/12/2015,Thomas R Carper,AAPL,"$1,001 - $15,000",Purchase
673,02/12/2015,Thomas R Carper,ITW,"$1,001 - $15,000",Sale (Full)
674,02/20/2015,Thomas R Carper,UA,"$1,001 - $15,000",Purchase
