date,name,ticker,amount,type
2025-02-26,John Boozman,TBLL,"$1,001 - $15,000",Purchase
2025-02-26,John Boozman,ECL,"$1,001 - $15,000",Purchase
2025-02-13,John Boozman,BSX,"$1,001 - $15,000",Purchase
2025-02-26,John Boozman,AXP,"$1,001 - $15,000",Purchase
2025-02-05,John Boozman,AXP,"$1,001 - $15,000",Purchase
2025-02-26,John Boozman,AMZN,"$1,001 - $15,000",Purchase
2025-02-04,John Boozman,AMZN,"$1,001 - $15,000",Purchase
2025-02-13,John Boozman,GOOGL,"$1,001 - $15,000",Purchase
2025-02-24,Shelley M Capito,CMCSA,"$1,001 - $15,000",Sale (Full)
2025-02-24,Shelley M Capito,ACN,"$1,001 - $15,000",Sale (Partial)
2025-02-24,Shelley M Capito,ABT,"$1,001 - $15,000",Sale (Partial)
2025-02-05,Shelley M Capito,AAPL,"$1,001 - $15,000",Sale (Partial)
2025-02-04,Shelley M Capito,CEG,"$1,001 - $15,000",Purchase
2025-02-04,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
2025-02-26,David H McCormick,BITB,"$15,001 - $50,000",Purchase
2025-02-25,David H McCormick,BITB,"$50,001 - $100,000",Purchase
2025-02-03,Markwayne Mullin,WAB,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,PRMB,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,MTZ,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,LRN,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,IRM,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,GS,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,DELL,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,CRDO,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,COHR,"$1,001 - $15,000",Purchase
2025-02-03,Markwayne Mullin,AIT,"$1,001 - $15,000",Purchase
2025-02-13,Markwayne Mullin,VAW,"$100,001 - $250,000",Sale (Full)
2025-02-13,Markwayne Mullin,LHX,"$15,001 - $50,000",Purchase
2025-02-13,Markwayne Mullin,STZ,"$15,001 - $50,000",Sale (Partial)
2025-02-13,Markwayne Mullin,LPLA,"$50,001 - $100,000",Purchase
2025-02-13,Markwayne Mullin,ACN,"$50,001 - $100,000",Purchase
2025-02-13,Markwayne Mullin,IQV,"$15,001 - $50,000",Purchase
2025-02-13,Markwayne Mullin,TJX,"$15,001 - $50,000",Purchase
2025-02-13,Markwayne Mullin,AMD,"$50,001 - $100,000",Sale (Full)
2025-02-13,Markwayne Mullin,MSFT,"$50,001 - $100,000",Purchase
2025-02-13,Markwayne Mullin,AMZN,"$15,001 - $50,000",Purchase
2025-02-13,Markwayne Mullin,DHR,"$15,001 - $50,000",Sale (Full)
2025-02-13,Markwayne Mullin,HON,"$15,001 - $50,000",Sale (Full)
2025-02-13,Markwayne Mullin,PM,"$15,001 - $50,000",Purchase
2025-02-13,Markwayne Mullin,BRK,"$15,001 - $50,000",Sale (Partial)
2025-01-22,Ashley Moody,MU,"$50,001 - $100,000",Purchase
2025-01-22,Ashley Moody,AMAT,"$100,001 - $250,000",Purchase
2025-01-22,Ashley Moody,HWM,"$50,001 - $100,000",Purchase
2025-01-21,Ashley Moody,OKTA,"$50,001 - $100,000",Sale (Full)
2025-02-06,Ron L Wyden,IRBT,"$1,001 - $15,000",Sale (Full)
2025-02-06,Ron L Wyden,SOLV,"$1,001 - $15,000",Sale (Full)
2025-02-10,Ron L Wyden,LLY,"$50,001 - $100,000",Sale (Full)
2025-01-22,Ron L Wyden,LLY,"$50,001 - $100,000",Purchase
2025-01-10,Thomas H Tuberville,TSCO,"$15,001 - $50,000",Sale (Full)
2025-01-10,Thomas H Tuberville,CARR,"$1,001 - $15,000",Sale (Full)
2025-01-10,Thomas H Tuberville,TXN,"$15,001 - $50,000",Sale (Full)
2025-01-10,Thomas H Tuberville,DEO,"$15,001 - $50,000",Sale (Full)
2025-01-10,Thomas H Tuberville,MSFT,"$15,001 - $50,000",Sale (Full)
2025-01-10,Thomas H Tuberville,AAPL,"$15,001 - $50,000",Sale (Full)
2025-01-17,Shelley M Capito,PSX,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,JPM,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,LOW,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,ITW,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,GWW,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,CB,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,BLK,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,AAPL,"$1,001 - $15,000",Sale (Partial)
2025-01-17,Shelley M Capito,AFL,"$1,001 - $15,000",Sale (Partial)
2025-01-03,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
2025-01-16,David H McCormick,RUM,"$1,000,001 - $5,000,000",Sale (Full)
2025-01-16,John Boozman,SPY,"$1,001 - $15,000",Sale (Full)
2025-01-28,John Boozman,IVW,"$1,001 - $15,000",Sale (Partial)
2025-01-14,John Boozman,QQQ,"$1,001 - $15,000",Sale (Full)
2025-01-28,John Boozman,HPQ,"$1,001 - $15,000",Sale (Full)
2025-01-14,John Boozman,EBAY,"$1,001 - $15,000",Sale (Full)
2025-01-14,John Boozman,CSCO,"$1,001 - $15,000",Sale (Full)
2025-01-14,John Boozman,CRM,"$1,001 - $15,000",Purchase
2025-01-14,John Boozman,NVDA,"$1,001 - $15,000",Purchase
2025-01-28,John Boozman,NRG,"$1,001 - $15,000",Purchase
2025-01-14,John Boozman,MA,"$1,001 - $15,000",Purchase
2025-01-28,John Boozman,TBLL,"$1,001 - $15,000",Purchase
2025-01-16,John Boozman,TBLL,"$1,001 - $15,000",Purchase
2025-01-07,Marco Rubio,CSCO,"$1,001 - $15,000",Sale (Full)
2025-01-07,Marco Rubio,KO,"$1,001 - $15,000",Sale (Full)
2025-01-08,Markwayne Mullin,ABT,"$1,001 - $15,000",Sale (Full)
2025-01-08,Markwayne Mullin,IEFA,"$15,001 - $50,000",Sale (Partial)
2025-01-08,Markwayne Mullin,EZU,"$15,001 - $50,000",Sale (Partial)
2025-01-02,Markwayne Mullin,WAB,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,PRMB,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,MTZ,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,LRN,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,IRM,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,GS,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,DELL,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,CRDO,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,COHR,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,AIT,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,WAB,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,PRMB,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,MTZ,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,LRN,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,IRM,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,GS,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,DELL,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,CRDO,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,COHR,"$15,001 - $50,000",Purchase
2025-01-02,Markwayne Mullin,AIT,"$15,001 - $50,000",Purchase
2024-12-23,John Boozman,AMAT,"$1,001 - $15,000",Sale (Partial)
2025-01-06,Sheldon Whitehouse,NVDA,"$15,001 - $50,000",Sale (Partial)
2024-12-19,Sheldon Whitehouse,LRCX,"$15,001 - $50,000",Sale (Full)
2024-12-19,Sheldon Whitehouse,AAPL,"$15,001 - $50,000",Sale (Partial)
2024-12-27,Shelley M Capito,GE,"$1,001 - $15,000",Purchase
2024-12-20,Shelley M Capito,UNH,"$1,001 - $15,000",Sale (Partial)
2024-12-13,Shelley M Capito,LOW,"$1,001 - $15,000",Sale (Partial)
2024-12-12,Shelley M Capito,AVGO,"$1,001 - $15,000",Purchase
2024-12-16,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
2024-12-26,Markwayne Mullin,VNQ,"$1,001 - $15,000",Purchase
2024-12-26,Markwayne Mullin,PCLPX,"$250,001 - $500,000",Purchase
2024-12-26,Markwayne Mullin,CFSSX,"$100,001 - $250,000",Purchase
2024-12-26,Markwayne Mullin,GICIX,"$50,001 - $100,000",Purchase
2024-12-26,Markwayne Mullin,PDBC,"$250,001 - $500,000",Sale (Full)
2024-12-26,Markwayne Mullin,IEMG,"$50,001 - $100,000",Purchase
2024-12-13,Thomas R Carper,AY,"$1,001 - $15,000",Sale (Full)
2024-12-18,Markwayne Mullin,SFM,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,OLLI,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,LRN,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,GS,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,FRPT,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,ETN,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,ETN,"$1,001 - $15,000",Sale (Full)
2024-12-18,Markwayne Mullin,ELF,"$1,001 - $15,000",Sale (Full)
2024-12-18,Markwayne Mullin,CYBR,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,BMI,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,AXON,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,SFM,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,OLLI,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,LRN,"$1,001 - $15,000",Sale (Full)
2024-12-18,Markwayne Mullin,GS,"$1,001 - $15,000",Sale (Full)
2024-12-18,Markwayne Mullin,FRPT,"$15,001 - $50,000",Sale (Full)
2024-12-18,Markwayne Mullin,ELF,"$1,001 - $15,000",Sale (Full)
2024-12-18,Markwayne Mullin,CYBR,"$1,001 - $15,000",Sale (Full)
2024-12-18,Markwayne Mullin,BMI,"$1,001 - $15,000",Sale (Full)
2024-12-18,Markwayne Mullin,AXON,"$15,001 - $50,000",Sale (Full)
2024-12-11,Markwayne Mullin,ABT,"$15,001 - $50,000",Sale (Partial)
2024-12-11,Markwayne Mullin,PEP,"$15,001 - $50,000",Sale (Full)
2024-12-11,Markwayne Mullin,AMAT,"$15,001 - $50,000",Purchase
2024-12-13,"William F Hagerty, IV",EQC,"$1,001 - $15,000",Sale (Full)
